Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2044,DROUGHT: Low Severity [Type],6719.216801,Normal,Iteration and Timestep,3359.6084
2045,DROUGHT: Low Severity [Type],7780.84958,Normal,Iteration and Timestep,3890.42479
2046,DROUGHT: Low Severity [Type],6939.672076,Normal,Iteration and Timestep,3469.836038
2047,DROUGHT: Low Severity [Type],6450.94294,Normal,Iteration and Timestep,3225.47147
2048,DROUGHT: Low Severity [Type],6413.174232,Normal,Iteration and Timestep,3206.587116
2049,DROUGHT: Low Severity [Type],6387.015329,Normal,Iteration and Timestep,3193.507665
2050,DROUGHT: Low Severity [Type],6605.565091,Normal,Iteration and Timestep,3302.782545
2051,DROUGHT: Low Severity [Type],9612.718457,Normal,Iteration and Timestep,4806.359228
2052,DROUGHT: Low Severity [Type],9456.77616,Normal,Iteration and Timestep,4728.38808
2053,DROUGHT: Low Severity [Type],13242.38423,Normal,Iteration and Timestep,6621.192116
2054,DROUGHT: Low Severity [Type],7432.839667,Normal,Iteration and Timestep,3716.419834
2055,DROUGHT: Low Severity [Type],7692.028458,Normal,Iteration and Timestep,3846.014229
2056,DROUGHT: Low Severity [Type],7512.293394,Normal,Iteration and Timestep,3756.146697
2057,DROUGHT: Low Severity [Type],10184.65389,Normal,Iteration and Timestep,5092.326943
2058,DROUGHT: Low Severity [Type],8796.101017,Normal,Iteration and Timestep,4398.050508
2059,DROUGHT: Low Severity [Type],10888.41783,Normal,Iteration and Timestep,5444.208917
2060,DROUGHT: Low Severity [Type],5596.886696,Normal,Iteration and Timestep,2798.443348
2061,DROUGHT: Low Severity [Type],4284.606376,Normal,Iteration and Timestep,2142.303188
2062,DROUGHT: Low Severity [Type],4674.187598,Normal,Iteration and Timestep,2337.093799
2063,DROUGHT: Low Severity [Type],6092.61706,Normal,Iteration and Timestep,3046.30853
2064,DROUGHT: Low Severity [Type],7180.964417,Normal,Iteration and Timestep,3590.482208
2065,DROUGHT: Low Severity [Type],13305.91314,Normal,Iteration and Timestep,6652.95657
2066,DROUGHT: Low Severity [Type],10111.19693,Normal,Iteration and Timestep,5055.598467
2067,DROUGHT: Low Severity [Type],6301.16804,Normal,Iteration and Timestep,3150.58402
2068,DROUGHT: Low Severity [Type],5134.051995,Normal,Iteration and Timestep,2567.025997
2069,DROUGHT: Low Severity [Type],7716.261108,Normal,Iteration and Timestep,3858.130554
