Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2075,DROUGHT: Medium Severity [Type],305.9649052,Normal,Iteration and Timestep,152.9824526
2076,DROUGHT: Medium Severity [Type],37.30230537,Normal,Iteration and Timestep,18.65115268
2077,DROUGHT: Medium Severity [Type],7.010880824,Normal,Iteration and Timestep,3.505440412
2078,DROUGHT: Medium Severity [Type],7.401245152,Normal,Iteration and Timestep,3.700622576
2079,DROUGHT: Medium Severity [Type],19.92065188,Normal,Iteration and Timestep,9.960325942
2080,DROUGHT: Medium Severity [Type],40.05472861,Normal,Iteration and Timestep,20.02736431
2081,DROUGHT: Medium Severity [Type],88.53676077,Normal,Iteration and Timestep,44.26838038
2082,DROUGHT: Medium Severity [Type],425.2361513,Normal,Iteration and Timestep,212.6180757
2083,DROUGHT: Medium Severity [Type],771.9942576,Normal,Iteration and Timestep,385.9971288
2084,DROUGHT: Medium Severity [Type],585.4742089,Normal,Iteration and Timestep,292.7371045
2085,DROUGHT: Medium Severity [Type],1057.014662,Normal,Iteration and Timestep,528.5073309
2086,DROUGHT: Medium Severity [Type],2047.335308,Normal,Iteration and Timestep,1023.667654
2087,DROUGHT: Medium Severity [Type],2966.192332,Normal,Iteration and Timestep,1483.096166
2088,DROUGHT: Medium Severity [Type],391.9084392,Normal,Iteration and Timestep,195.9542196
2089,DROUGHT: Medium Severity [Type],177.3477871,Normal,Iteration and Timestep,88.67389353
2090,DROUGHT: Medium Severity [Type],358.2235811,Normal,Iteration and Timestep,179.1117905
2091,DROUGHT: Medium Severity [Type],70.68573488,Normal,Iteration and Timestep,35.34286744
2092,DROUGHT: Medium Severity [Type],88.0605165,Normal,Iteration and Timestep,44.03025825
2093,DROUGHT: Medium Severity [Type],235.9594212,Normal,Iteration and Timestep,117.9797106
2094,DROUGHT: Medium Severity [Type],1034.691874,Normal,Iteration and Timestep,517.3459368
2095,DROUGHT: Medium Severity [Type],551.1741839,Normal,Iteration and Timestep,275.587092
2096,DROUGHT: Medium Severity [Type],1893.332108,Normal,Iteration and Timestep,946.6660539
2097,DROUGHT: Medium Severity [Type],1456.955647,Normal,Iteration and Timestep,728.4778237
2098,DROUGHT: Medium Severity [Type],1006.917258,Normal,Iteration and Timestep,503.4586292
2099,DROUGHT: Medium Severity [Type],195.2105578,Normal,Iteration and Timestep,97.60527889
2100,DROUGHT: Medium Severity [Type],46.78588317,Normal,Iteration and Timestep,23.39294159
2017,DROUGHT: Low Severity [Type],2509.524856,Normal,Iteration and Timestep,1254.762428
2018,DROUGHT: Low Severity [Type],2461.989211,Normal,Iteration and Timestep,1230.994606
2019,DROUGHT: Low Severity [Type],2516.022693,Normal,Iteration and Timestep,1258.011347
2020,DROUGHT: Low Severity [Type],2687.083756,Normal,Iteration and Timestep,1343.541878
2021,DROUGHT: Low Severity [Type],3448.723033,Normal,Iteration and Timestep,1724.361517
2022,DROUGHT: Low Severity [Type],4785.574834,Normal,Iteration and Timestep,2392.787417
2023,DROUGHT: Low Severity [Type],5444.288516,Normal,Iteration and Timestep,2722.144258
2024,DROUGHT: Low Severity [Type],6220.920417,Normal,Iteration and Timestep,3110.460208
2025,DROUGHT: Low Severity [Type],7978.265548,Normal,Iteration and Timestep,3989.132774
2026,DROUGHT: Low Severity [Type],8019.952425,Normal,Iteration and Timestep,4009.976212
2027,DROUGHT: Low Severity [Type],13482.82689,Normal,Iteration and Timestep,6741.413447
