LUC,Timestep,LULC,Mean,Lower,Upper
Medium,2078,Grassland,43193.1125,42482.75,43952.025
Medium,2078,Shrubland,108966.14591194969,108801,109144.45
Medium,2078,SnowIce,28,28,28
Medium,2078,Water,18655,18655,18655
Medium,2078,Wetland,2747.47125,2645,2845
Medium,2079,Agriculture,43288.49625,42326.850000000006,44263.1
Medium,2079,Barren,19155,19155,19155
Medium,2079,Developed,33828.961152882206,33638.85,34017
Medium,2079,Forest,153980.59875,153747.95,154183.025
Medium,2079,Grassland,43177.36921151439,42466.75,43931.3
Medium,2079,Shrubland,108947.901126408,108779.84999999999,109128.15000000001
Medium,2079,SnowIce,28,28,28
Medium,2079,Water,18655,18655,18655
Medium,2079,Wetland,2750.4025,2653.925,2850
Medium,2080,Agriculture,43293.20802005012,42301.475,44294.125
Medium,2080,Barren,19155,19155,19155
Medium,2080,Developed,33876.41457286432,33686.875,34060.125
Medium,2080,Forest,153962.20175438595,153729.85,154171.075
Medium,2080,Grassland,43158.48746867168,42431.625,43892.975
Medium,2080,Shrubland,108929.21536523929,108759.65,109118.04999999999
Medium,2080,SnowIce,28,28,28
Medium,2080,Water,18655,18655,18655
Medium,2080,Wetland,2753.10875,2657,2852.025
Medium,2081,Agriculture,43301.055068836045,42316.75,44307.25
Medium,2081,Barren,19155,19155,19155
Medium,2081,Developed,33922.097867001256,33738,34104.2
Medium,2081,Forest,153943.7819548872,153708.925,154155.07499999998
Medium,2081,Grassland,43139.4675,42410.975,43873.05
Medium,2081,Shrubland,108911.48245614035,108739,109097.075
Medium,2081,SnowIce,28,28,28
Medium,2081,Water,18655,18655,18655
Medium,2081,Wetland,2755.8375,2659.95,2856.025
Medium,2082,Agriculture,43306.65707133918,42320.55,44299.899999999994
Medium,2082,Barren,19155,19155,19155
Medium,2082,Developed,33966.15889029004,33783,34152.4
Medium,2082,Forest,153925.28285356695,153695,154136.05
Medium,2082,Grassland,43122.5525,42397.875,43866.325
Medium,2082,Shrubland,108894.1328320802,108726,109072
Medium,2082,SnowIce,28,28,28
Medium,2082,Water,18655,18655,18655
Medium,2082,Wetland,2758.945,2658.95,2860
Medium,2083,Agriculture,43311.763454317894,42327.5,44339.9
Medium,2083,Barren,19155,19155,19155
Medium,2083,Developed,34008.25,33826.25,34196
Medium,2083,Forest,153907.6403508772,153683.55,154115.3
Medium,2083,Grassland,43106.68335419274,42402.700000000004,43842.8
Medium,2083,Shrubland,108878,108714.95,109053.2
Medium,2083,SnowIce,28,28,28
Medium,2083,Water,18655,18655,18655
Medium,2083,Wetland,2761.84375,2661.925,2862.05
Medium,2084,Agriculture,43323.17816813049,42323.100000000006,44351
Medium,2084,Barren,19155,19155,19155
Medium,2084,Developed,34046.652065081355,33859.85,34233.049999999996
Medium,2084,Forest,153889.27694235588,153658,154096.225
Medium,2084,Grassland,43085.0652446675,42365.4,43831.2
Medium,2084,Shrubland,108861.71553884711,108693,109042
Medium,2084,SnowIce,28,28,28
Medium,2084,Water,18655,18655,18655
Medium,2084,Wetland,2764.07875,2664.9249999999997,2869.0249999999996
Medium,2085,Agriculture,43338.17875,42343.525,44349.125
Medium,2085,Barren,19155,19155,19155
Medium,2085,Developed,34084.265664160404,33896.7,34270.075000000004
Medium,2085,Forest,153870.8268506901,153640,154072.2
Medium,2085,Grassland,43067.0664160401,42357.025,43834.375
Medium,2085,Shrubland,108845.77125,108675.97499999999,109032.02500000001
Medium,2085,SnowIce,28,28,28
Medium,2085,Water,18655,18655,18655
Medium,2085,Wetland,2766.535,2665,2867.05
Medium,2086,Agriculture,43348.36875,42309.825,44360.975
Medium,2086,Barren,19155,19155,19155
Medium,2086,Developed,34120.69461827284,33928,34310
Medium,2086,Forest,153854.0625,153627,154062
Medium,2086,Grassland,43051.45112781955,42289.325,43826.299999999996
Medium,2086,Shrubland,108830.69,108660,109015
Medium,2086,SnowIce,28,28,28
Medium,2086,Water,18655,18655,18655
Medium,2086,Wetland,2769.0125,2667.975,2871.025
Medium,2087,Agriculture,43359.00625782228,42323.6,44353.55
Medium,2087,Barren,19155,19155,19155
Medium,2087,Developed,34156.15519399249,33960.95,34342.05
Medium,2087,Forest,153835.81226533165,153603.84999999998,154048.05000000002
Medium,2087,Grassland,43035.25875,42294.65,43822.399999999994
Medium,2087,Shrubland,108815.73717146432,108644.8,108998.55
Medium,2087,SnowIce,28,28,28
Medium,2087,Water,18655,18655,18655
Medium,2087,Wetland,2772.23875,2666,2873.0499999999997
Medium,2088,Agriculture,43367.845,42328.825,44391.35
Medium,2088,Barren,19155,19155,19155
Medium,2088,Developed,34191.27875,33997.924999999996,34376.025
Medium,2088,Forest,153817.93233082705,153580.775,154036
Medium,2088,Grassland,43020.01378446115,42267.175,43826.075
Medium,2088,Shrubland,108801.065,108636.90000000001,108993.025
Medium,2088,SnowIce,28,28,28
Medium,2088,Water,18655,18655,18655
Medium,2088,Wetland,2775.46,2670,2880.025
Medium,2089,Agriculture,43377.79098873592,42340.25,44459.1
Medium,2089,Barren,19155,19155,19155
Medium,2089,Developed,34225.43,34030.975,34406.05
Medium,2089,Forest,153800.98875,153564.8,154019.05000000002
Medium,2089,Grassland,43004.85,42227.725,43785.125
Medium,2089,Shrubland,108785.94993742177,108613,108974.34999999999
Medium,2089,SnowIce,28,28,28
Medium,2089,Water,18655,18655,18655
Medium,2089,Wetland,2777.945,2673.975,2884.025
Medium,2090,Agriculture,43388.8648310388,42318.55,44455.4
Medium,2090,Barren,19155,19155,19155
Medium,2090,Developed,34259.94625,34059.975000000006,34440.025
Medium,2090,Forest,153783.8397997497,153542.95,154003.05
Medium,2090,Grassland,42988.10915934755,42217.8,43792.100000000006
Medium,2090,Shrubland,108771.33375,108598,108969.02500000001
Medium,2090,SnowIce,28,28,28
Medium,2090,Water,18655,18655,18655
Medium,2090,Wetland,2780.8275,2676,2889.0499999999997
Medium,2091,Agriculture,43402.54648241206,42305.375,44443.75
Medium,2091,Barren,19155,19155,19155
Medium,2091,Developed,34292.9175,34102.95,34475.025
Medium,2091,Forest,153766.66125,153532.975,153983.125
Medium,2091,Grassland,42971.91875,42198.925,43766.05
Medium,2091,Shrubland,108757.14,108581.975,108953.075
Medium,2091,SnowIce,28,28,28
Medium,2091,Water,18655,18655,18655
Medium,2091,Wetland,2783.57875,2675.9750000000004,2893.0249999999996
Medium,2092,Agriculture,43407.8535669587,42340.75,44453
Medium,2092,Barren,19155,19155,19155
Medium,2092,Developed,34325.5375,34134.925,34515.05
Medium,2092,Forest,153748.28035043806,153504.65,153972
Medium,2092,Grassland,42960.45375,42210.475,43753.075
Medium,2092,Shrubland,108743.36420525657,108566,108942
Medium,2092,SnowIce,28,28,28
Medium,2092,Water,18655,18655,18655
Medium,2092,Wetland,2787.135,2680.9750000000004,2893.0249999999996
Medium,2093,Agriculture,43417.72,42361.700000000004,44452.299999999996
Medium,2093,Barren,19155,19155,19155
Medium,2093,Developed,34358.79125,34165.975,34549.05
Medium,2093,Forest,153730.98375,153492,153952
Medium,2093,Grassland,42946.8325,42187.925,43747.025
Medium,2093,Shrubland,108729.575,108550,108926.075
Medium,2093,SnowIce,28,28,28
Medium,2093,Water,18655,18655,18655
Medium,2093,Wetland,2790.0975,2680.9750000000004,2898
Medium,2094,Agriculture,43431.71375,42350.899999999994,44500.575
Medium,2094,Barren,19155,19155,19155
Medium,2094,Developed,34390.8625,34199.975000000006,34580.05
Medium,2094,Forest,153712.2675,153472,153936
Medium,2094,Grassland,42930.43984962406,42157,43724.524999999994
Medium,2094,Shrubland,108715.50375,108529.975,108909.02500000001
Medium,2094,SnowIce,28,28,28
Medium,2094,Water,18655,18655,18655
Medium,2094,Wetland,2793.03875,2687,2902
Medium,2095,Agriculture,43444.917293233084,42384.325,44561
Medium,2095,Barren,19155,19155,19155
Medium,2095,Developed,34423.355,34227.95,34613.05
Medium,2095,Forest,153694.8325,153460.875,153921.075
Medium,2095,Grassland,42913.71375,42133.925,43663.75
Medium,2095,Shrubland,108701.52875,108523.925,108891.05
Medium,2095,SnowIce,28,28,28
Medium,2095,Water,18655,18655,18655
Medium,2095,Wetland,2795.515,2687.95,2905
Medium,2096,Agriculture,43459.60375,42392.35,44574.1
Medium,2096,Barren,19155,19155,19155
Medium,2096,Developed,34455.36625,34262.924999999996,34648
Medium,2096,Forest,153677.50875,153441,153905.025
Medium,2096,Grassland,42896.005,42116.850000000006,43664.049999999996
Medium,2096,Shrubland,108687.505,108505.95,108884.175
Medium,2096,SnowIce,28,28,28
Medium,2096,Water,18655,18655,18655
Medium,2096,Wetland,2798.01125,2689,2910.025
Medium,2097,Agriculture,43471.5675,42400.875,44553.175
Medium,2097,Barren,19155,19155,19155
Medium,2097,Developed,34486.31,34293,34676.100000000006
Medium,2097,Forest,153658.99625,153420.975,153890.025
Medium,2097,Grassland,42882.75625,42103.95,43641.5
Medium,2097,Shrubland,108673.295,108490.9,108865.025
Medium,2097,SnowIce,28,28,28
Medium,2097,Water,18655,18655,18655
Medium,2097,Wetland,2801.075,2694.95,2915
Medium,2098,Agriculture,43485.17543859649,42390.1,44585.225
Medium,2098,Barren,19155,19155,19155
Medium,2098,Developed,34515.65,34320.95,34701.200000000004
Medium,2098,Forest,153641.2775,153408.85,153880
Medium,2098,Grassland,42868.621079046425,42075.8,43635.100000000006
Medium,2098,Shrubland,108660.30875,108478.975,108856.07500000001
Medium,2098,SnowIce,28,28,28
Medium,2098,Water,18655,18655,18655
Medium,2098,Wetland,2803.6875,2695,2916.025
Medium,2099,Agriculture,43496.605,42398.925,44654.35
Medium,2099,Barren,19155,19155,19155
Medium,2099,Developed,34546.17875,34353.950000000004,34735.175
Medium,2099,Forest,153623.3575,153382.975,153856
Medium,2099,Grassland,42854.1175,42059.924999999996,43640.674999999996
Medium,2099,Shrubland,108647.285,108462,108843.125
Medium,2099,SnowIce,28,28,28
Medium,2099,Water,18655,18655,18655
Medium,2099,Wetland,2806.45625,2698,2921.0499999999997
Medium,2100,Agriculture,43509.17625,42396.950000000004,44618.3
Medium,2100,Barren,19155,19155,19155
Medium,2100,Developed,34576.7075,34386.85,34761.05
Medium,2100,Forest,153605.79375,153356.925,153842
Medium,2100,Grassland,42838.873591989985,42026.75,43616.2
Medium,2100,Shrubland,108633.97625,108442.97499999999,108835.025
Medium,2100,SnowIce,28,28,28
Medium,2100,Water,18655,18655,18655
Medium,2100,Wetland,2809.27125,2701.9500000000003,2924.025
Medium,2101,Agriculture,43521.161654135336,42410.575,44635.524999999994
Medium,2101,Barren,19155,19155,19155
Medium,2101,Developed,34607.015,34414,34795.075000000004
Medium,2101,Forest,153588.8775,153346.95,153828.075
Medium,2101,Grassland,42822.68085106383,42021.7,43599.95
Medium,2101,Shrubland,108621.30125,108421.975,108824
Medium,2101,SnowIce,28,28,28
Medium,2101,Water,18655,18655,18655
Medium,2101,Wetland,2811.545,2707.95,2926.025
