LUC,Timestep,LULC,Mean,Lower,Upper
High,2023,Wetland,2651.7625,2611,2690.0249999999996
High,2024,Agriculture,45144.33667083855,44969.950000000004,45330.1
High,2024,Barren,19155,19155,19155
High,2024,Developed,27812.04625,27694.95,27939
High,2024,Forest,155271.17125,155185,155358.1
High,2024,Grassland,44443.34875,44286.975,44584.025
High,2024,Shrubland,110658.51875,110575.97499999999,110733.05
High,2024,SnowIce,28,28,28
High,2024,Water,18655,18655,18655
High,2024,Wetland,2644.75875,2601.9750000000004,2685
High,2025,Agriculture,45170.4125,45003,45359.025
High,2025,Barren,19155,19155,19155
High,2025,Developed,28052.886107634542,27932.85,28181.1
High,2025,Forest,155209.85,155128,155297.025
High,2025,Grassland,44317.4875,44164.975000000006,44454.025
High,2025,Shrubland,110585.3525,110500.92499999999,110661
High,2025,SnowIce,28,28,28
High,2025,Water,18655,18655,18655
High,2025,Wetland,2638.0775,2595,2680.025
High,2026,Agriculture,45198.88,45027.95,45379.100000000006
High,2026,Barren,19155,19155,19155
High,2026,Developed,28287.80625,28171,28423
High,2026,Forest,155148.695,155059,155237.025
High,2026,Grassland,44192.49125,44033,44334.049999999996
High,2026,Shrubland,110513.93625,110426,110590.02500000001
High,2026,SnowIce,28,28,28
High,2026,Water,18655,18655,18655
High,2026,Wetland,2632.19125,2586.975,2673
High,2027,Agriculture,45227.62280701754,45047.924999999996,45425.075
High,2027,Barren,19155,19155,19155
High,2027,Developed,28525.1475,28404.95,28664
High,2027,Forest,155085.40125,154995,155176
High,2027,Grassland,44069.8648310388,43906.9,44220
High,2027,Shrubland,110439.6425,110354.875,110520.02500000001
High,2027,SnowIce,28,28,28
High,2027,Water,18655,18655,18655
High,2027,Wetland,2626.9775,2582,2667.025
High,2028,Agriculture,45256.0425,45086.975,45437.049999999996
High,2028,Barren,19155,19155,19155
High,2028,Developed,28757.84875,28628.95,28896.025
High,2028,Forest,155022.1700251889,154925,155124.17500000002
High,2028,Grassland,43947.563909774435,43781,44091.075
High,2028,Shrubland,110368.34,110279,110449.025
High,2028,SnowIce,28,28,28
High,2028,Water,18655,18655,18655
High,2028,Wetland,2622.07,2576,2664
High,2029,Agriculture,45284.60625,45107.975,45473.175
High,2029,Barren,19155,19155,19155
High,2029,Developed,28979.290201005024,28847.75,29127.125
High,2029,Forest,154962.04020100503,154859.875,155067
High,2029,Grassland,43827.47,43660.950000000004,43986
High,2029,Shrubland,110302.69375,110210.97499999999,110383.075
High,2029,SnowIce,28,28,28
High,2029,Water,18655,18655,18655
High,2029,Wetland,2617.60625,2571,2661
High,2030,Agriculture,45316.04875,45124,45513
High,2030,Barren,19155,19155,19155
High,2030,Developed,29197.00375,29057,29345.024999999998
High,2030,Forest,154901.99875,154798.92500000002,155014
High,2030,Grassland,43706.685,43540,43865.025
High,2030,Shrubland,110239.20375,110146.975,110324.02500000001
High,2030,SnowIce,28,28,28
High,2030,Water,18655,18655,18655
High,2030,Wetland,2613.06,2564,2656
High,2031,Agriculture,45347.5775,45149.925,45545.024999999994
High,2031,Barren,19155,19155,19155
High,2031,Developed,29414.33375,29270.975000000002,29563
High,2031,Forest,154842.2525,154738.95,154954
High,2031,Grassland,43586.53125,43422.875,43742
High,2031,Shrubland,110175.255,110081.9,110261.025
High,2031,SnowIce,28,28,28
High,2031,Water,18655,18655,18655
High,2031,Wetland,2608.05,2559,2652
High,2032,Agriculture,45380.25875,45184,45577.075000000004
High,2032,Barren,19155,19155,19155
High,2032,Developed,29638.12,29485.975,29788
High,2032,Forest,154779.8925,154671.94999999998,154886.15
High,2032,Grassland,43467.6225,43294,43633
High,2032,Shrubland,110103.70375,110012.975,110190.05
High,2032,SnowIce,28,28,28
High,2032,Water,18655,18655,18655
High,2032,Wetland,2604.4025,2554,2651.025
High,2033,Agriculture,45412.85,45207,45609.024999999994
High,2033,Barren,19155,19155,19155
High,2033,Developed,29857.18898623279,29699.899999999998,30010
High,2033,Forest,154717.82625,154606.975,154830.025
High,2033,Grassland,43350.7725,43180.875,43517.049999999996
High,2033,Shrubland,110034.55485498108,109940,110122
High,2033,SnowIce,28,28,28
High,2033,Water,18655,18655,18655
High,2033,Wetland,2600.93125,2550,2647.025
High,2034,Agriculture,45446.29,45235.95,45658.024999999994
High,2034,Barren,19155,19155,19155
High,2034,Developed,30067.300375469338,29908.800000000003,30222.149999999998
High,2034,Forest,154657.875,154544.975,154774.1
High,2034,Grassland,43234.4325,43056.950000000004,43410.125
High,2034,Shrubland,109970.43576826196,109880,110056
High,2034,SnowIce,28,28,28
High,2034,Water,18655,18655,18655
High,2034,Wetland,2597.52875,2547,2647
High,2035,Agriculture,45480.09125,45266.975,45680.1
High,2035,Barren,19155,19155,19155
High,2035,Developed,30273.8825,30112.85,30434.05
High,2035,Forest,154599.03125,154481,154721.02500000002
High,2035,Grassland,43119.833333333336,42937.925,43292.075
High,2035,Shrubland,109907.56695869837,109812.95,109996
High,2035,SnowIce,28,28,28
High,2035,Water,18655,18655,18655
High,2035,Wetland,2593.77875,2543.9500000000003,2641
High,2036,Agriculture,45513.865,45293.975000000006,45730.025
High,2036,Barren,19155,19155,19155
High,2036,Developed,30477.62625,30306.975000000002,30637.05
High,2036,Forest,154541.115,154419.95,154668.025
High,2036,Grassland,43005.487341772154,42822.725,43176.825
High,2036,Shrubland,109845.72125,109747.975,109935.02500000001
High,2036,SnowIce,28,28,28
High,2036,Water,18655,18655,18655
High,2036,Wetland,2590.25375,2540,2638.025
High,2037,Agriculture,45551.35,45329.975,45782
High,2037,Barren,19155,19155,19155
High,2037,Developed,30687.015,30518.975000000002,30846.1
High,2037,Forest,154481.2575,154356.975,154611
High,2037,Grassland,42890.535669586985,42704.9,43073.1
High,2037,Shrubland,109775.765,109672.975,109868.025
High,2037,SnowIce,28,28,28
High,2037,Water,18655,18655,18655
High,2037,Wetland,2587.94,2535.975,2637
High,2038,Agriculture,45588.53625,45370.9,45818.025
High,2038,Barren,19155,19155,19155
High,2038,Developed,30886.506883604507,30725.9,31053
High,2038,Forest,154423.62625,154291,154562
High,2038,Grassland,42778.55944931164,42593.95,42957.049999999996
High,2038,Shrubland,109711.15375,109608.975,109800.07500000001
High,2038,SnowIce,28,28,28
High,2038,Water,18655,18655,18655
High,2038,Wetland,2585.19875,2534,2636
High,2039,Agriculture,45624.66375,45395.95,45853
High,2039,Barren,19155,19155,19155
High,2039,Developed,31081.34335839599,30917.475000000002,31247.074999999997
High,2039,Forest,154366.6475,154238.95,154507
High,2039,Grassland,42669.22125,42486.975000000006,42851.075
High,2039,Shrubland,109649.39375,109544,109744.02500000001
High,2039,SnowIce,28,28,28
High,2039,Water,18655,18655,18655
High,2039,Wetland,2582.93375,2531.975,2634.0249999999996
High,2040,Agriculture,45662.28375,45429.925,45902.025
High,2040,Barren,19155,19155,19155
High,2040,Developed,31270.16125,31103.875,31438
High,2040,Forest,154310.2475,154178.975,154449.1
High,2040,Grassland,42561.85,42369.95,42753.1
High,2040,Shrubland,109589.32125,109484.95000000001,109685
High,2040,SnowIce,28,28,28
High,2040,Water,18655,18655,18655
High,2040,Wetland,2580.13625,2529.975,2629.0249999999996
High,2041,Agriculture,45699.07625,45463.8,45939.075
High,2041,Barren,19155,19155,19155
High,2041,Developed,31458.3325,31280.95,31628.075
High,2041,Forest,154254.405,154116.975,154388.025
High,2041,Grassland,42455.11,42267.9,42652
High,2041,Shrubland,109529.45,109422.95,109627.04999999999
High,2041,SnowIce,28,28,28
High,2041,Water,18655,18655,18655
High,2041,Wetland,2577.62625,2526.975,2627.025
High,2042,Agriculture,45740.05375,45495.925,45981.025
High,2042,Barren,19155,19155,19155
High,2042,Developed,31645.57375,31466.975,31818
High,2042,Forest,154197.77,154048.975,154333
High,2042,Grassland,42349.28875,42152.975,42547.024999999994
High,2042,Shrubland,109465.21125,109353,109568.025
High,2042,SnowIce,28,28,28
High,2042,Water,18655,18655,18655
High,2042,Wetland,2576.1025,2524.975,2626.0249999999996
High,2043,Agriculture,45779.75875,45541.975,46035.1
High,2043,Barren,19155,19155,19155
High,2043,Developed,31827.01253132832,31645.774999999998,31997.149999999998
High,2043,Forest,154142.36545682102,154003.94999999998,154281
High,2043,Grassland,42244.015,42053.925,42444.049999999996
High,2043,Shrubland,109405.98375,109292.97499999999,109511.02500000001
High,2043,SnowIce,28,28,28
High,2043,Water,18655,18655,18655
High,2043,Wetland,2574.61,2521.975,2624.05
High,2044,Agriculture,45818.5825,45575.975,46073.175
High,2044,Barren,19155,19155,19155
High,2044,Developed,32005.19949811794,31824.4,32175.5
High,2044,Forest,154089.20100502513,153950,154229
High,2044,Grassland,42140.79599499374,41946.65,42345.100000000006
High,2044,Shrubland,109348.3675,109239.975,109457.05
High,2044,SnowIce,28,28,28
High,2044,Water,18655,18655,18655
High,2044,Wetland,2572.495,2518,2624
High,2045,Agriculture,45858.62986198244,45623.200000000004,46125
High,2045,Barren,19155,19155,19155
High,2045,Developed,32179.508155583437,32000.399999999998,32354.2
High,2045,Forest,154036.52141057936,153895.65,154176.525
High,2045,Grassland,42038.196741854634,41835.700000000004,42241.225000000006
High,2045,Shrubland,109291.0075,109178.975,109397.05
High,2045,SnowIce,28,28,28
High,2045,Water,18655,18655,18655
High,2045,Wetland,2570.64875,2518,2624.075
High,2046,Agriculture,45900.4175,45659.85,46174.075
High,2046,Barren,19155,19155,19155
High,2046,Developed,32348.29875,32167,32527.05
High,2046,Forest,153984.2206809584,153836.8,154126
High,2046,Grassland,41937.59697732997,41739.125,42141.049999999996
High,2046,Shrubland,109234.3575,109121.95,109338.07500000001
High,2046,SnowIce,28,28,28
High,2046,Water,18655,18655,18655
High,2046,Wetland,2568.5025,2515,2622.025
High,2047,Agriculture,45941.957340025096,45702.8,46221.5
High,2047,Barren,19155,19155,19155
High,2047,Developed,32522.1575,32345.975,32701.075
High,2047,Forest,153929.56981132075,153777.7,154068.30000000002
High,2047,Grassland,41836.80125,41640.975,42048.025
High,2047,Shrubland,109175.36,109066,109282
High,2047,SnowIce,28,28,28
High,2047,Water,18655,18655,18655
High,2047,Wetland,2567.49625,2514,2620.025
High,2048,Agriculture,45984.78070175439,45740.7,46265.225
High,2048,Barren,19155,19155,19155
High,2048,Developed,32690.37,32502.975,32875.025
High,2048,Forest,153876.43609022556,153725.925,154024.075
High,2048,Grassland,41737.0075,41533.975,41938.075000000004
High,2048,Shrubland,109118.74375,109005.95,109228
High,2048,SnowIce,28,28,28
High,2048,Water,18655,18655,18655
High,2048,Wetland,2566.315,2511,2618
High,2049,Agriculture,46026.569811320755,45777.4,46295.450000000004
High,2049,Barren,19155,19155,19155
High,2049,Developed,32856.1425,32666,33042.025
High,2049,Forest,153824.48625,153662.9,153969.025
High,2049,Grassland,41638.67625,41431,41841.075
High,2049,Shrubland,109063.315,108946.975,109170.02500000001
High,2049,SnowIce,28,28,28
High,2049,Water,18655,18655,18655
High,2049,Wetland,2564.97625,2510,2620
High,2050,Agriculture,46069.53634085213,45817.024999999994,46353.225
High,2050,Barren,19155,19155,19155
High,2050,Developed,33019.2973651192,32831,33210.2
High,2050,Forest,153772.9225,153612.975,153919.05
High,2050,Grassland,41541.395,41328,41745.075
High,2050,Shrubland,109007.54135338347,108891.85,109120
High,2050,SnowIce,28,28,28
High,2050,Water,18655,18655,18655
High,2050,Wetland,2563.5725,2508,2618
High,2051,Agriculture,46110.642857142855,45860.7,46396.450000000004
High,2051,Barren,19155,19155,19155
High,2051,Developed,33182.2725,32993,33373.05
High,2051,Forest,153721.715,153567,153873.02500000002
High,2051,Grassland,41445.9025,41237.825000000004,41646.024999999994
High,2051,Shrubland,108951.44792973652,108837.8,109062.2
High,2051,SnowIce,28,28,28
High,2051,Water,18655,18655,18655
High,2051,Wetland,2562.11375,2506.975,2619
High,2052,Agriculture,46153.03504380475,45889.7,46446.15
High,2052,Barren,19155,19155,19155
High,2052,Developed,33347.29625,33160,33542.075
High,2052,Forest,153668.86,153501.875,153825
High,2052,Grassland,41348.9625,41144.75,41545
High,2052,Shrubland,108894.50688360451,108779.95,109009
High,2052,SnowIce,28,28,28
High,2052,Water,18655,18655,18655
High,2052,Wetland,2561.39875,2503,2617.075
High,2053,Agriculture,46193.66082603254,45918.9,46481.25
High,2053,Barren,19155,19155,19155
High,2053,Developed,33510.2775,33323,33701
High,2053,Forest,153616.585,153454.94999999998,153769.025
High,2053,Grassland,41253.8125,41033.75,41446.025
High,2053,Shrubland,108839.3525,108727.97499999999,108952.075
High,2053,SnowIce,28,28,28
High,2053,Water,18655,18655,18655
High,2053,Wetland,2560.55375,2504.975,2616.025
High,2054,Agriculture,46234.84480600751,45966,46537.3
High,2054,Barren,19155,19155,19155
High,2054,Developed,33671.1425,33486.875,33872.025
High,2054,Forest,153564.5625,153392.975,153724.025
High,2054,Grassland,41159.84981226533,40951.9,41366.15
High,2054,Shrubland,108784.18625,108669.975,108901
High,2054,SnowIce,28,28,28
High,2054,Water,18655,18655,18655
High,2054,Wetland,2559.9075,2502.95,2618
High,2055,Agriculture,46276.65,45998.975,46582.15
High,2055,Barren,19155,19155,19155
High,2055,Developed,33831.22125,33641.75,34030.024999999994
High,2055,Forest,153513.13875,153348.90000000002,153675.1
High,2055,Grassland,41065.2860727729,40857.899999999994,41263.299999999996
High,2055,Shrubland,108729.14625,108617,108847
High,2055,SnowIce,28,28,28
High,2055,Water,18655,18655,18655
High,2055,Wetland,2558.8025,2499,2618.0499999999997
High,2056,Agriculture,46318.01,46039.85,46635.025
High,2056,Barren,19155,19155,19155
High,2056,Developed,33992.797738693465,33799.625,34191.75
High,2056,Forest,153460.9125,153296,153636
High,2056,Grassland,40971.52882205514,40758.174999999996,41177.075
High,2056,Shrubland,108673.01,108563.95,108788
High,2056,SnowIce,28,28,28
High,2056,Water,18655,18655,18655
High,2056,Wetland,2557.63375,2495,2619
High,2057,Agriculture,46358.4375,46079.65,46665.075000000004
High,2057,Barren,19155,19155,19155
High,2057,Developed,34156.875,33959.9,34357.05
High,2057,Forest,153406.71375,153238.95,153579.05
High,2057,Grassland,40877.030112923465,40662.899999999994,41091.1
High,2057,Shrubland,108617.48125,108504.95000000001,108731.025
High,2057,SnowIce,28,28,28
High,2057,Water,18655,18655,18655
High,2057,Wetland,2557.00125,2495,2620
High,2058,Agriculture,46398.70125,46124.7,46695.525
High,2058,Barren,19155,19155,19155
High,2058,Developed,34318.61,34119,34519
High,2058,Forest,153353.9925,153184.97499999998,153529
High,2058,Grassland,40783.33416770964,40562.75,40997
High,2058,Shrubland,108562.815,108446.95,108673.02500000001
High,2058,SnowIce,28,28,28
High,2058,Water,18655,18655,18655
High,2058,Wetland,2556.27625,2494,2621
High,2059,Agriculture,46437.9725,46160.875,46746.149999999994
High,2059,Barren,19155,19155,19155
High,2059,Developed,34482.525,34275,34682.15
High,2059,Forest,153300.46875,153124.97499999998,153480
High,2059,Grassland,40690.47125,40471,40912
High,2059,Shrubland,108507.00125,108385.97499999999,108623.02500000001
High,2059,SnowIce,28,28,28
High,2059,Water,18655,18655,18655
High,2059,Wetland,2555.56125,2493,2620
High,2060,Agriculture,46475.09625,46198.950000000004,46780.075
High,2060,Barren,19155,19155,19155
High,2060,Developed,34646.745,34435.975,34849.1
High,2060,Forest,153247.72375,153072,153436.05000000002
High,2060,Grassland,40597.85375,40375.875,40821.025
High,2060,Shrubland,108452.02625,108335,108562.02500000001
High,2060,SnowIce,28,28,28
High,2060,Water,18655,18655,18655
High,2060,Wetland,2554.555,2493,2620
High,2061,Agriculture,46512.48625,46225.875,46814.05
High,2061,Barren,19155,19155,19155
High,2061,Developed,34809.97,34604,35010.024999999994
High,2061,Forest,153195.15125,153016.875,153386.1
High,2061,Grassland,40506.3675,40285.925,40726.1
High,2061,Shrubland,108396.375,108285,108512
High,2061,SnowIce,28,28,28
High,2061,Water,18655,18655,18655
High,2061,Wetland,2553.65,2490,2621
High,2062,Agriculture,46556.4725,46274.75,46855.2
High,2062,Barren,19155,19155,19155
High,2062,Developed,34965.91989987485,34760.9,35164.2
High,2062,Forest,153141.4325,152954.925,153325.075
High,2062,Grassland,40414.54625,40185.975,40635.075
High,2062,Shrubland,108341.9,108228,108460
High,2062,SnowIce,28,28,28
High,2062,Water,18655,18655,18655
High,2062,Wetland,2553.68625,2489,2619
High,2063,Agriculture,46598.81625,46312.8,46907.025
High,2063,Barren,19155,19155,19155
High,2063,Developed,35119.56821026283,34914.9,35311.7
High,2063,Forest,153090.25753768845,152889.75,153281.375
High,2063,Grassland,40323.81625,40102.899999999994,40537.075
High,2063,Shrubland,108288.9075,108168.975,108405.04999999999
High,2063,SnowIce,28,28,28
High,2063,Water,18655,18655,18655
High,2063,Wetland,2553.235,2487.975,2618.0249999999996
High,2064,Agriculture,46640.96625,46349.95,46952.049999999996
High,2064,Barren,19155,19155,19155
High,2064,Developed,35268.9325,35070.925,35467.075
High,2064,Forest,153039.20775969964,152841.9,153232.15000000002
High,2064,Grassland,40235.01875,40005.925,40449
High,2064,Shrubland,108236.85625,108117.9,108354.05
High,2064,SnowIce,28,28,28
High,2064,Water,18655,18655,18655
High,2064,Wetland,2553.0675,2488,2616
High,2065,Agriculture,46683.77847309136,46384.9,46985.3
High,2065,Barren,19155,19155,19155
High,2065,Developed,35416.60375,35219,35611
High,2065,Forest,152988.08145363408,152794.92500000002,153186.44999999998
High,2065,Grassland,40148.854818523156,39915.85,40369.15
High,2065,Shrubland,108184.0425,108065.95,108302
High,2065,SnowIce,28,28,28
High,2065,Water,18655,18655,18655
High,2065,Wetland,2552.4,2485.975,2615.025
High,2066,Agriculture,46728.04125,46423,47036.075
High,2066,Barren,19155,19155,19155
High,2066,Developed,35562.07,35361.774999999994,35762.075
High,2066,Forest,152937.19346733668,152744.875,153137.625
High,2066,Grassland,40062.33667083855,39828.75,40270.35
High,2066,Shrubland,108132.415,108007.97499999999,108252.04999999999
High,2066,SnowIce,28,28,28
High,2066,Water,18655,18655,18655
High,2066,Wetland,2551.7075,2485.975,2614.05
High,2067,Agriculture,46776.11528822055,46469.775,47078.225
High,2067,Barren,19155,19155,19155
High,2067,Developed,35705.995,35504.85,35910
High,2067,Forest,152883.68757841908,152693.9,153088
High,2067,Grassland,39974.99749687109,39735.8,40196.15
High,2067,Shrubland,108080.12155388472,107956.475,108202.225
High,2067,SnowIce,28,28,28
High,2067,Water,18655,18655,18655
High,2067,Wetland,2552.25625,2486,2614
High,2068,Agriculture,46824.11875,46507.975000000006,47131.1
High,2068,Barren,19155,19155,19155
High,2068,Developed,35846.76,35641.95,36050
High,2068,Forest,152832.41604010024,152639.92500000002,153037.22499999998
High,2068,Grassland,39888.90488110138,39649,40112.15
High,2068,Shrubland,108029.05269761606,107902.9,108155.1
High,2068,SnowIce,28,28,28
High,2068,Water,18655,18655,18655
High,2068,Wetland,2552.29875,2486,2624
High,2069,Agriculture,46871.175,46559,47179.15
High,2069,Barren,19155,19155,19155
High,2069,Developed,35983.744680851065,35775.6,36192.05
High,2069,Forest,152782.73375,152585.975,152989.025
High,2069,Grassland,39805.1025,39572.975,40028.175
High,2069,Shrubland,107978.7365119197,107843.79999999999,108112
High,2069,SnowIce,28,28,28
High,2069,Water,18655,18655,18655
High,2069,Wetland,2552.4075,2485.975,2623.075
High,2070,Agriculture,46918.7859824781,46601.8,47235.299999999996
High,2070,Barren,19155,19155,19155
High,2070,Developed,36119.47183979975,35903,36321.049999999996
High,2070,Forest,152732.97625,152534.97499999998,152940
High,2070,Grassland,39722.15,39488.975000000006,39947.174999999996
High,2070,Shrubland,107928.18546365915,107795,108066.075
High,2070,SnowIce,28,28,28
High,2070,Water,18655,18655,18655
High,2070,Wetland,2552.29875,2484,2622
High,2071,Agriculture,46967.399249061324,46645.65,47295.15
High,2071,Barren,19155,19155,19155
High,2071,Developed,36250.47875,36031.95,36458
High,2071,Forest,152684.52125,152474,152891.025
High,2071,Grassland,39640.95,39403.799999999996,39868
High,2071,Shrubland,107879.04875,107754,108013
High,2071,SnowIce,28,28,28
High,2071,Water,18655,18655,18655
High,2071,Wetland,2551.56125,2481.975,2618.0249999999996
High,2072,Agriculture,47020.924812030076,46708.325,47334.075
High,2072,Barren,19155,19155,19155
High,2072,Developed,36379.79,36169.825,36590.024999999994
High,2072,Forest,152633.3275,152420.975,152841.1
High,2072,Grassland,39557.8725,39322.825,39785.1
High,2072,Shrubland,107830.14625,107700.95,107966.075
High,2072,SnowIce,28,28,28
High,2072,Water,18655,18655,18655
High,2072,Wetland,2551.99125,2482.975,2621
High,2073,Agriculture,47074.46683354193,46749.45,47400.45
High,2073,Barren,19155,19155,19155
High,2073,Developed,36505.32375,36281.95,36710.125
High,2073,Forest,152583.17125,152363.975,152788.025
High,2073,Grassland,39477.07625,39240.85,39704.025
High,2073,Shrubland,107781.6475,107653,107921
High,2073,SnowIce,28,28,28
High,2073,Water,18655,18655,18655
High,2073,Wetland,2552.4075,2482.975,2620
High,2074,Agriculture,47126.87375,46785.975,47456.075000000004
High,2074,Barren,19155,19155,19155
High,2074,Developed,36628.59625,36409.95,36841
High,2074,Forest,152534.72,152317.975,152750.025
High,2074,Grassland,39397.285,39151,39623.075
High,2074,Shrubland,107734.07125,107601,107859.025
High,2074,SnowIce,28,28,28
High,2074,Water,18655,18655,18655
High,2074,Wetland,2552.45375,2481.975,2622.0750000000003
High,2075,Agriculture,47180.63125,46836.950000000004,47514.024999999994
High,2075,Barren,19155,19155,19155
High,2075,Developed,36747.57071339174,36525.950000000004,36959.200000000004
High,2075,Forest,152487.10875,152266.975,152705.05
High,2075,Grassland,39318.46375,39072.95,39554
High,2075,Shrubland,107687.45125,107550.975,107820.025
High,2075,SnowIce,28,28,28
High,2075,Water,18655,18655,18655
High,2075,Wetland,2552.45875,2480.975,2622.025
High,2076,Agriculture,47235.67209011264,46902.8,47563.2
High,2076,Barren,19155,19155,19155
High,2076,Developed,36864.15519399249,36646.9,37074.2
High,2076,Forest,152439.9225,152221.975,152660
High,2076,Grassland,39241.49125,38993.975,39466.200000000004
High,2076,Shrubland,107640.75375,107500.95,107773.09999999999
High,2076,SnowIce,28,28,28
High,2076,Water,18655,18655,18655
High,2076,Wetland,2552.13,2479,2623
High,2077,Agriculture,47296.03125,46956.850000000006,47631
High,2077,Barren,19155,19155,19155
High,2077,Developed,36979.14017521902,36759,37186.05
High,2077,Forest,152390.44375,152165,152622.05000000002
High,2077,Grassland,39162.35588972431,38919.700000000004,39388.075
High,2077,Shrubland,107593.85125,107452.95,107722.05
High,2077,SnowIce,28,28,28
High,2077,Water,18655,18655,18655
High,2077,Wetland,2552.5575,2478.9750000000004,2623.025
High,2078,Agriculture,47354.2275,47003,47682.049999999996
High,2078,Barren,19155,19155,19155
High,2078,Developed,37090.744680851065,36864.899999999994,37300.25
High,2078,Forest,152343.0025,152113,152574.07499999998
High,2078,Grassland,39085.92125,38844.700000000004,39328.1
High,2078,Shrubland,107547.62625,107403.975,107679.05
High,2078,SnowIce,28,28,28
High,2078,Water,18655,18655,18655
High,2078,Wetland,2552.59125,2478,2622.025
High,2079,Agriculture,47412.765,47063.875,47745.025
High,2079,Barren,19155,19155,19155
High,2079,Developed,37199.682102628285,36972.850000000006,37412.25
High,2079,Forest,152296.76,152069.875,152527.05000000002
High,2079,Grassland,39009.94604767879,38762.9,39255.399999999994
High,2079,Shrubland,107502.5575,107357,107634.02500000001
High,2079,SnowIce,28,28,28
High,2079,Water,18655,18655,18655
High,2079,Wetland,2552.57625,2474.975,2622.025
High,2080,Agriculture,47471.4225,47110,47798.075
High,2080,Barren,19155,19155,19155
High,2080,Developed,37305.72,37078.975,37529
High,2080,Forest,152250.66375,152027.85,152488
High,2080,Grassland,38935.94604767879,38695.7,39173.2
High,2080,Shrubland,107457.68625,107309.97499999999,107598.125
High,2080,SnowIce,28,28,28
High,2080,Water,18655,18655,18655
High,2080,Wetland,2552.32125,2475,2622.025
High,2081,Agriculture,47530.8425,47170.85,47858.025
High,2081,Barren,19155,19155,19155
High,2081,Developed,37410.7125,37188.975,37623.275
High,2081,Forest,152205.47875,151975.9,152442
High,2081,Grassland,38861.93992490613,38621.65,39096.4
High,2081,Shrubland,107412.9125,107268.925,107550.1
High,2081,SnowIce,28,28,28
High,2081,Water,18655,18655,18655
High,2081,Wetland,2551.94125,2475.975,2625
High,2082,Agriculture,47595.315,47227.975,47930.05
High,2082,Barren,19155,19155,19155
High,2082,Developed,37513.73625,37288.95,37724.100000000006
High,2082,Forest,152156.8425,151922.95,152394.05
High,2082,Grassland,38787.90375,38537.975,39037
High,2082,Shrubland,107367.69,107223.90000000001,107509.025
High,2082,SnowIce,28,28,28
High,2082,Water,18655,18655,18655
High,2082,Wetland,2552.5125,2476,2627
High,2083,Agriculture,47660.8775,47294,47997.049999999996
High,2083,Barren,19155,19155,19155
High,2083,Developed,37614.5125,37386.875,37827.200000000004
High,2083,Forest,152108.69086357948,151878.44999999998,152353
High,2083,Grassland,38713.67375,38464.975000000006,38969.075000000004
High,2083,Shrubland,107323.74875,107177,107460.075
High,2083,SnowIce,28,28,28
High,2083,Water,18655,18655,18655
High,2083,Wetland,2552.6325,2476,2628.025
High,2084,Agriculture,47725.09375,47365.924999999996,48064.025
High,2084,Barren,19155,19155,19155
High,2084,Developed,37712.995,37488.9,37919
High,2084,Forest,152062.86466165414,151825.925,152308.07499999998
High,2084,Grassland,38640.62,38387.9,38897.025
High,2084,Shrubland,107279.99625,107132,107415.05
High,2084,SnowIce,28,28,28
High,2084,Water,18655,18655,18655
High,2084,Wetland,2552.5875,2475,2628.025
High,2085,Agriculture,47789.21276595745,47439.700000000004,48123.1
High,2085,Barren,19155,19155,19155
High,2085,Developed,37810.19649561952,37591,38025.15
High,2085,Forest,152016.735,151779.9,152271.025
High,2085,Grassland,38568.53875,38307.95,38831.025
High,2085,Shrubland,107236.255,107092,107375.02500000001
High,2085,SnowIce,28,28,28
High,2085,Water,18655,18655,18655
High,2085,Wetland,2552.56125,2470.975,2630
High,2086,Agriculture,47852.828535669585,47496.95,48192.05
High,2086,Barren,19155,19155,19155
High,2086,Developed,37904.930991217065,37688.5,38115.3
High,2086,Forest,151971.91729323307,151733.925,152222.30000000002
High,2086,Grassland,38498.05625,38250.9,38754.125
High,2086,Shrubland,107193.05,107047.925,107330
High,2086,SnowIce,28,28,28
High,2086,Water,18655,18655,18655
High,2086,Wetland,2552.60625,2473.9750000000004,2629.0249999999996
High,2087,Agriculture,47921.081453634084,47563.325,48274.3
High,2087,Barren,19155,19155,19155
High,2087,Developed,38001.610763454315,37788.85,38223.05
High,2087,Forest,151922.77847309137,151686.95,152179.05
High,2087,Grassland,38425.46375,38176.925,38685
High,2087,Shrubland,107149.78097622028,107009,107286.04999999999
High,2087,SnowIce,28,28,28
High,2087,Water,18655,18655,18655
High,2087,Wetland,2553.18,2474.975,2629.0249999999996
High,2088,Agriculture,47988.48560700876,47636.85,48351.25
High,2088,Barren,19155,19155,19155
High,2088,Developed,38096.827067669175,37872.924999999996,38312
High,2088,Forest,151875.007518797,151626.85,152127.15
High,2088,Grassland,38354.20875,38110.975000000006,38613.125
High,2088,Shrubland,107105.9662077597,106957.95,107246.04999999999
High,2088,SnowIce,28,28,28
High,2088,Water,18655,18655,18655
High,2088,Wetland,2553.5525,2472.95,2631.05
High,2089,Agriculture,48056.12125,47698.775,48409.549999999996
High,2089,Barren,19155,19155,19155
High,2089,Developed,38189.72625,37960.925,38405.175
High,2089,Forest,151828.5575,151577,152084.15
High,2089,Grassland,38283.01375,38036.950000000004,38540.024999999994
High,2089,Shrubland,107063.20528967255,106911.825,107204.175
High,2089,SnowIce,28,28,28
High,2089,Water,18655,18655,18655
High,2089,Wetland,2553.85,2472.975,2634
High,2090,Agriculture,48121.195,47767.675,48478.15
High,2090,Barren,19155,19155,19155
