LUC,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper,Min,Max
Low,2046,FIRE: Grassland Medium Severity [Type],Type,88.3975,27.975,165.02999999999997,8,228
Low,2046,FIRE: High Severity,Group,204.20125,98,336.03,64,383
Low,2046,FIRE: Low Severity,Group,1348.57,669.925,2216.7199999999993,417,2490
Low,2046,FIRE: Medium Severity,Group,460.03,222.97500000000002,752.1199999999999,168,855
Low,2046,FIRE: Shrubland,Group,311.33,124.975,538.06,84,822
Low,2046,FIRE: Shrubland High Severity [Type],Type,31.57125,11.975000000000001,59,5,89
Low,2046,FIRE: Shrubland Low Severity [Type],Type,208.87625,83.975,361.17999999999984,58,543
Low,2046,FIRE: Shrubland Medium Severity [Type],Type,70.8825,26,128.05999999999995,12,192
Low,2046,HARVEST,Group,505.755,234,895,204,928
Low,2046,INSECTS,Group,6831.324120603015,721,14257.249999999996,52,18028
Low,2046,INSECTS: High Severity [Type],Type,375.98094027954255,19.650000000000002,1145.42,2,1769
Low,2046,INSECTS: Low Severity [Type],Type,6399.365853658536,759.4500000000002,13681.339999999997,27,16563
Low,2046,INSECTS: Medium Severity [Type],Type,219.19458762886597,16.375,655.75,1,1017
Low,2046,MANAGEMENT: Forest Clearcut [Type],Type,313.24125,146,542.06,131,581
Low,2046,MANAGEMENT: Forest Thinning [Type],Type,192.51375,80,368,65,390
Low,2046,MANAGEMENT: Orchard Removal [Type],Type,404.91125,162,657.1199999999999,128,724
Low,2046,URBANIZATION,Group,46.55625,33.975,59,23,71
Low,2046,URBANIZATION: Annual->Developed [Type],Type,13.02375,7,20,3,26
Low,2046,URBANIZATION: Forest->Developed [Type],Type,4.2616940581542355,1,8,1,10
Low,2046,URBANIZATION: Grassland->Developed [Type],Type,11.03,5,17,2,22
Low,2046,URBANIZATION: Perennial->Developed [Type],Type,6.87125,2,12,1,16
Low,2046,URBANIZATION: Shrubland->Developed [Type],Type,10.87375,5,18,3,21
Low,2046,URBANIZATION: Wetland->Developed [Type],Type,1.3102409638554218,1,3,1,4
Low,2047,AGRICULTURAL CHANGE,Group,105.6275,53,158.02999999999997,41,190
Low,2047,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.59125,48,151.02999999999997,38,175
Low,2047,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.214929214929215,1,15,1,27
Low,2047,AGRICULTURAL CONTRACTION,Group,79.02375,58,100,49,112
Low,2047,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,5.888471177944862,2,11,1,15
Low,2047,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,47.84375,23,77,16,91
Low,2047,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.986180904522612,2,28.149999999999977,1,34
Low,2047,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,7.813048933500627,2,16,1,23
Low,2047,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.2034883720930232,1,2,1,3
Low,2047,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,4.282639885222381,1,13,1,18
Low,2047,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.2952029520295203,1,2,1,3
Low,2047,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.15,1,2,1,3
Low,2047,AGRICULTURAL EXPANSION,Group,69.205,43,100,38,118
Low,2047,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,5.878293601003764,2,12,1,15
Low,2047,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,6.0212765957446805,2,11,1,15
Low,2047,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,21.14125,8,37,5,45
Low,2047,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,21.095,9,36.02999999999997,6,43
Low,2047,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.592452830188679,2,11,1,17
Low,2047,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.573584905660377,2,10.17999999999995,1,12
Low,2047,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,2.307132459970888,1,5,1,7
Low,2047,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,2.370967741935484,1,5,1,8
Low,2047,FIRE,Group,2186.754385964912,1078.925,3273.4400000000005,771,3644
Low,2047,FIRE: Forest,Group,1519.81875,684.6250000000001,2386.18,317,2672
Low,2047,FIRE: Forest High Severity [Type],Type,155.31625,69,246.02999999999997,32,277
Low,2047,FIRE: Forest Low Severity [Type],Type,1017.37,455.9,1599,208,1783
Low,2047,FIRE: Forest Medium Severity [Type],Type,347.1325,154.97500000000002,551,77,652
Low,2047,FIRE: Grassland,Group,368.03625,145.975,674,63,974
Low,2047,FIRE: Grassland High Severity [Type],Type,37.13625,13,70,6,93
Low,2047,FIRE: Grassland Low Severity [Type],Type,246.81875,97,448.0899999999999,36,665
Low,2047,FIRE: Grassland Medium Severity [Type],Type,84.08125,28,157.02999999999997,14,227
Low,2047,FIRE: High Severity,Group,222.6925,110,334,71,380
Low,2047,FIRE: Low Severity,Group,1465.09,740.875,2178.12,533,2418
Low,2047,FIRE: Medium Severity,Group,499.57,242.875,745,165,881
Low,2047,FIRE: Shrubland,Group,299.4975,132,518.06,67,876
Low,2047,FIRE: Shrubland High Severity [Type],Type,30.24,11,56.02999999999997,3,82
Low,2047,FIRE: Shrubland Low Severity [Type],Type,200.90125,88.975,348.1199999999999,39,577
Low,2047,FIRE: Shrubland Medium Severity [Type],Type,68.35625,29.975,123.02999999999997,13,217
Low,2047,HARVEST,Group,512.1125,231,901,201,937
Low,2047,INSECTS,Group,6913.488721804511,749.7,15489.190000000006,77,25302
Low,2047,INSECTS: High Severity [Type],Type,395.3871794871795,19,1276.52,7,1889
Low,2047,INSECTS: Low Severity [Type],Type,6408.826086956522,936.05,14189.699999999993,105,23876
Low,2047,INSECTS: Medium Severity [Type],Type,234.59435173299102,12.900000000000006,786.9599999999998,1,1125
Low,2047,MANAGEMENT: Forest Clearcut [Type],Type,318.0875,148,549,125,568
Low,2047,MANAGEMENT: Forest Thinning [Type],Type,194.025,80,366,64,409
Low,2047,MANAGEMENT: Orchard Removal [Type],Type,421.4625,172,684.03,157,719
Low,2047,URBANIZATION,Group,48.6575,35,63,25,72
Low,2047,URBANIZATION: Annual->Developed [Type],Type,13.065,7,20,4,24
Low,2047,URBANIZATION: Forest->Developed [Type],Type,4.557377049180328,1,9,1,15
Low,2047,URBANIZATION: Grassland->Developed [Type],Type,11.25875,6,18,3,23
Low,2047,URBANIZATION: Perennial->Developed [Type],Type,7.521303258145363,3,13,1,17
Low,2047,URBANIZATION: Shrubland->Developed [Type],Type,11.81375,6,18,4,23
Low,2047,URBANIZATION: Wetland->Developed [Type],Type,1.25,1,2,1,4
Low,2048,AGRICULTURAL CHANGE,Group,106.045,55,162,42,186
Low,2048,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.80375,48,154.02999999999997,37,171
Low,2048,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.384910485933504,1,16,1,23
Low,2048,AGRICULTURAL CONTRACTION,Group,78.92,59,98.02999999999997,50,115
Low,2048,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,5.803504380475594,2,12,1,15
Low,2048,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,47.3575,23,77,14,88
Low,2048,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.843554443053817,2,27,1,36
Low,2048,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,8.052763819095478,2,16,1,20
Low,2048,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.2044198895027625,1,3,1,3
Low,2048,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,4.673913043478261,1,12,1,18
Low,2048,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.3176895306859207,1,3,1,4
Low,2048,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.1367521367521367,1,2,1,3
Low,2048,AGRICULTURAL EXPANSION,Group,68.95125,42,97,33,117
Low,2048,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,5.882352941176471,2,11,1,14
Low,2048,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,6,2,11,1,15
Low,2048,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,21.12375,9,36,5,42
Low,2048,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,20.9875,8.975000000000001,36,5,43
Low,2048,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.532075471698113,1,10,1,13
Low,2048,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.34918648310388,1,10,1,14
Low,2048,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,2.4201183431952664,1,5,1,9
Low,2048,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,2.4186046511627906,1,5,1,9
Low,2048,FIRE,Group,1950.49625,856.5,3365.1800000000003,481,4119
Low,2048,FIRE: Forest,Group,1292.0037546933668,478.95000000000005,2566.24,245,3577
Low,2048,FIRE: Forest High Severity [Type],Type,130.99,45.975,261.05999999999995,21,371
Low,2048,FIRE: Forest Low Severity [Type],Type,866.285,322.925,1697.09,165,2396
Low,2048,FIRE: Forest Medium Severity [Type],Type,295.1975,108,589.2099999999998,59,810
Low,2048,FIRE: Grassland,Group,341.4325,109,662.3299999999997,31,890
Low,2048,FIRE: Grassland High Severity [Type],Type,34.63875,10,69,3,98
Low,2048,FIRE: Grassland Low Severity [Type],Type,229.17625,74,450.03,20,609
Low,2048,FIRE: Grassland Medium Severity [Type],Type,77.6175,23,154.02999999999997,8,194
Low,2048,FIRE: High Severity,Group,197.67875,84.975,337,50,420
Low,2048,FIRE: Low Severity,Group,1307.66625,590.35,2246.5699999999997,322,2754
Low,2048,FIRE: Medium Severity,Group,445.15125,189,774.03,109,948
Low,2048,FIRE: Shrubland,Group,316.59125,113.95,603.06,47,870
Low,2048,FIRE: Shrubland High Severity [Type],Type,32.05,10.975000000000001,64.02999999999997,4,89
Low,2048,FIRE: Shrubland Low Severity [Type],Type,212.205,75.975,411.05999999999995,31,594
Low,2048,FIRE: Shrubland Medium Severity [Type],Type,72.33625,23,140,11,187
Low,2048,HARVEST,Group,517.08375,235,901,210,944
Low,2048,INSECTS,Group,5688.170426065163,635.25,13166.43,43,21852
Low,2048,INSECTS: High Severity [Type],Type,209.0077120822622,16.425,792.0699999999998,2,1527
Low,2048,INSECTS: Low Severity [Type],Type,5468.417834394904,827.2,12545.24,5,20994
Low,2048,INSECTS: Medium Severity [Type],Type,137.58247422680412,9,515,3,834
Low,2048,MANAGEMENT: Forest Clearcut [Type],Type,319.9475,146,548,133,577
Low,2048,MANAGEMENT: Forest Thinning [Type],Type,197.13625,81,370,66,403
Low,2048,MANAGEMENT: Orchard Removal [Type],Type,408.20875,162,664.03,127,770
Low,2048,URBANIZATION,Group,43.74,31,57,26,63
Low,2048,URBANIZATION: Annual->Developed [Type],Type,11.7425,5,18,3,23
Low,2048,URBANIZATION: Forest->Developed [Type],Type,4.240202275600506,1,8,1,10
Low,2048,URBANIZATION: Grassland->Developed [Type],Type,10.18375,5,16,2,21
Low,2048,URBANIZATION: Perennial->Developed [Type],Type,6.89625,2,13,1,17
Low,2048,URBANIZATION: Shrubland->Developed [Type],Type,10.2675,5,17,1,23
Low,2048,URBANIZATION: Wetland->Developed [Type],Type,1.2364864864864864,1,2.1499999999999773,1,4
Low,2049,AGRICULTURAL CHANGE,Group,104.40375,55,159,44,174
Low,2049,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.3175,50,151.02999999999997,34,170
Low,2049,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.364705882352941,1,17,1,26
Low,2049,AGRICULTURAL CONTRACTION,Group,78.7,59,98.02999999999997,49,111
Low,2049,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,5.993726474278544,1,12,1,16
Low,2049,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,46.2375,22,76,16,85
Low,2049,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,13.350062735257215,2,28.120000000000005,1,36
Low,2049,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,8.106382978723405,2,16,1,22
Low,2049,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.1461988304093567,1,2,1,3
Low,2049,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,4.723796033994335,1,13,1,18
Low,2049,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.2607260726072607,1,2,1,4
Low,2049,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.147887323943662,1,2,1,3
Low,2049,AGRICULTURAL EXPANSION,Group,68.96625,44,98,31,113
Low,2049,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,5.77875,2,11,1,14
Low,2049,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,6.165413533834586,2,11,1,16
Low,2049,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,21.07375,8,37,3,47
Low,2049,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,20.9525,9,37,3,43
Low,2049,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.53030303030303,2,11,1,16
Low,2049,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.426229508196721,2,10,1,15
Low,2049,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,2.442982456140351,1,5,1,9
Low,2049,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,2.3916184971098264,1,5,1,11
Low,2049,FIRE,Group,2066.8097622027535,1057.8,3609,617,4667
Low,2049,FIRE: Forest,Group,1388.62875,591.875,2539.529999999999,253,3314
Low,2049,FIRE: Forest High Severity [Type],Type,140.66375,57.975,261.05999999999995,25,346
Low,2049,FIRE: Forest Low Severity [Type],Type,931.18,397.925,1714.8099999999993,167,2253
Low,2049,FIRE: Forest Medium Severity [Type],Type,316.785,133.90000000000003,584.06,45,749
Low,2049,FIRE: Grassland,Group,360.41625,137.975,701.1199999999999,35,1170
Low,2049,FIRE: Grassland High Severity [Type],Type,36.41875,11,73,3,121
Low,2049,FIRE: Grassland Low Severity [Type],Type,241.07625,92,475,24,797
Low,2049,FIRE: Grassland Medium Severity [Type],Type,82.92125,28,163.08999999999992,8,254
Low,2049,FIRE: High Severity,Group,209.24875,106.97500000000001,361.05999999999995,66,472
Low,2049,FIRE: Low Severity,Group,1385.5975,708.85,2412.629999999999,417,3153
Low,2049,FIRE: Medium Severity,Group,472.42,228.975,832,134,1044
Low,2049,FIRE: Shrubland,Group,318.22125,138.9,591.3599999999997,49,873
Low,2049,FIRE: Shrubland High Severity [Type],Type,32.16625,11.975000000000001,63,5,84
Low,2049,FIRE: Shrubland Low Severity [Type],Type,213.34125,89,392.2099999999998,29,583
Low,2049,FIRE: Shrubland Medium Severity [Type],Type,72.71375,28.975,142.1199999999999,14,206
Low,2049,HARVEST,Group,526.71875,234,899.03,219,938
Low,2049,INSECTS,Group,6036.12311557789,619.125,15805,65,20420
Low,2049,INSECTS: High Severity [Type],Type,303.6624203821656,17,1746.0000000000005,2,3229
Low,2049,INSECTS: Low Severity [Type],Type,5659.319338422391,704.375,13246.899999999994,11,18778
Low,2049,INSECTS: Medium Severity [Type],Type,187.53470437017995,11,1070.3799999999999,1,1881
Low,2049,MANAGEMENT: Forest Clearcut [Type],Type,326.18125,148.975,549,132,587
Low,2049,MANAGEMENT: Forest Thinning [Type],Type,200.5375,82,367.05999999999995,71,391
Low,2049,MANAGEMENT: Orchard Removal [Type],Type,423.47875,171.975,679.03,142,836
Low,2049,URBANIZATION,Group,44.0625,32,56,23,66
Low,2049,URBANIZATION: Annual->Developed [Type],Type,12.5225,6,19,2,24
Low,2049,URBANIZATION: Forest->Developed [Type],Type,3.9426020408163267,1,8,1,10
Low,2049,URBANIZATION: Grassland->Developed [Type],Type,10.06375,4,17,1,21
Low,2049,URBANIZATION: Perennial->Developed [Type],Type,7.228070175438597,2,13,1,18
Low,2049,URBANIZATION: Shrubland->Developed [Type],Type,9.96625,5,16,2,22
Low,2049,URBANIZATION: Wetland->Developed [Type],Type,1.2419928825622777,1,3,1,3
Low,2050,AGRICULTURAL CHANGE,Group,107.25875,53,159,44,192
Low,2050,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.06875,49,153,38,188
Low,2050,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.397932816537468,1,16,1,22
Low,2050,AGRICULTURAL CONTRACTION,Group,78.79125,59,98.02999999999997,50,111
Low,2050,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,5.726474278544542,1.9000000000000021,11,1,16
Low,2050,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,47.22625,22,75,14,86
Low,2050,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.863808322824717,2,28,1,32
Low,2050,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,7.794486215538847,2,16,1,20
Low,2050,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.1909547738693467,1,2,1,4
Low,2050,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,4.9460227272727275,1,14,1,18
Low,2050,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.3466666666666667,1,3,1,3
Low,2050,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2100840336134453,1,2,1,3
Low,2050,AGRICULTURAL EXPANSION,Group,68.69375,43,98,36,114
Low,2050,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,5.817271589486858,2,10.059999999999945,1,14
Low,2050,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,5.928571428571429,2,11,1,16
Low,2050,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,20.8275,8,37,4,45
Low,2050,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,20.91375,8,36,3,41
Low,2050,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.672151898734177,2,11,1,14
Low,2050,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.460759493670886,2,10.329999999999927,1,13
Low,2050,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,2.432510885341074,1,6,1,8
Low,2050,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,2.4704184704184704,1,6,1,8
Low,2050,FIRE,Group,2386.2593984962405,1038.1,4023.1600000000008,631,5272
Low,2050,FIRE: Forest,Group,1614.31625,581.4000000000001,3105.15,314,4058
Low,2050,FIRE: Forest High Severity [Type],Type,164.36375,55.925000000000004,319,23,386
Low,2050,FIRE: Forest Low Severity [Type],Type,1081.1525,386.90000000000003,2081.0299999999997,204,2683
Low,2050,FIRE: Forest Medium Severity [Type],Type,368.8,129,710.06,80,989
Low,2050,FIRE: Grassland,Group,416.8325,144.95,763.4499999999996,57,1249
Low,2050,FIRE: Grassland High Severity [Type],Type,42.55125,14,80,3,135
Low,2050,FIRE: Grassland Low Severity [Type],Type,279.06625,92,511.2399999999998,38,858
Low,2050,FIRE: Grassland Medium Severity [Type],Type,95.215,33,176,14,264
Low,2050,FIRE: High Severity,Group,243.17,102.97500000000001,423.03,53,510
Low,2050,FIRE: Low Severity,Group,1596.4981226533166,690.9,2703.5199999999977,407,3498
Low,2050,FIRE: Medium Severity,Group,545.1875,236.95,937,161,1264
Low,2050,FIRE: Shrubland,Group,355.01625,138.97500000000002,678.1499999999999,60,1016
Low,2050,FIRE: Shrubland High Severity [Type],Type,36.255,12,73,5,95
Low,2050,FIRE: Shrubland Low Severity [Type],Type,237.58875,92.975,456.03,37,697
Low,2050,FIRE: Shrubland Medium Severity [Type],Type,81.1725,29,161,15,224
Low,2050,HARVEST,Group,518.90625,235.975,899,207,951
Low,2050,INSECTS,Group,5962.60450563204,502,14351.179999999997,49,23375
Low,2050,INSECTS: High Severity [Type],Type,249.17820512820512,15,1373,2,2199
Low,2050,INSECTS: Low Severity [Type],Type,5727.7722007722,1056.8000000000002,13397.520000000004,282,21089
Low,2050,INSECTS: Medium Severity [Type],Type,151.79161372299873,10,814.2599999999999,1,1326
Low,2050,MANAGEMENT: Forest Clearcut [Type],Type,321.0075,148.975,543.03,119,577
Low,2050,MANAGEMENT: Forest Thinning [Type],Type,197.89875,83.975,370,68,394
Low,2050,MANAGEMENT: Orchard Removal [Type],Type,413.42625,171,666,135,729
Low,2050,URBANIZATION,Group,41.68625,29,55,20,62
Low,2050,URBANIZATION: Annual->Developed [Type],Type,11.36875,5,18,3,21
Low,2050,URBANIZATION: Forest->Developed [Type],Type,3.871794871794872,1,8,1,12
Low,2050,URBANIZATION: Grassland->Developed [Type],Type,9.25125,4,15,2,20
Low,2050,URBANIZATION: Perennial->Developed [Type],Type,6.6295369211514394,2,11.059999999999945,1,16
Low,2050,URBANIZATION: Shrubland->Developed [Type],Type,10.295,4.975000000000001,17,2,23
Low,2050,URBANIZATION: Wetland->Developed [Type],Type,1.2096774193548387,1,2,1,4
Low,2051,AGRICULTURAL CHANGE,Group,106.13125,54,160.02999999999997,39,185
Low,2051,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.97125,49.975,153.02999999999997,35,174
Low,2051,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.383419689119171,1,16,1,23
Low,2051,AGRICULTURAL CONTRACTION,Group,78.65125,58,100,48,113
Low,2051,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,5.79625,1,12,1,16
Low,2051,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,47.28,22,75,17,89
Low,2051,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.48180677540778,1,27,1,34
Low,2051,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,7.744040150564618,2,16,1,20
Low,2051,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.1647058823529413,1,2,1,3
Low,2051,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.02928870292887,1,14,1,22
Low,2051,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.3543859649122807,1,3,1,5
Low,2051,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.1450381679389312,1,2,1,3
Low,2051,AGRICULTURAL EXPANSION,Group,69.12875,44,98,34,107
Low,2051,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,6.047858942065491,2,11,1,15
Low,2051,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,5.841907151819322,2,11,1,15
Low,2051,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,21.525,10,37,7,47
Low,2051,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,20.785,8,35,4,45
Low,2051,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.508135168961202,1.9500000000000028,10,1,14
Low,2051,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.446270543615676,2,10,1,15
Low,2051,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,2.549925484351714,1,6,1,8
Low,2051,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,2.2690647482014388,1,5,1,11
Low,2051,FIRE,Group,2100.37875,936,3411.24,602,4172
Low,2051,FIRE: Forest,Group,1448.945,585.925,2586.2999999999997,215,3163
Low,2051,FIRE: Forest High Severity [Type],Type,147.3875,60.95,264.03,20,330
Low,2051,FIRE: Forest Low Severity [Type],Type,970.965,391.925,1731.12,152,2129
Low,2051,FIRE: Forest Medium Severity [Type],Type,330.5925,128.975,590.1499999999999,43,767
Low,2051,FIRE: Grassland,Group,355.63,119.975,698,58,1231
Low,2051,FIRE: Grassland High Severity [Type],Type,36.02,11,73.02999999999997,5,122
Low,2051,FIRE: Grassland Low Severity [Type],Type,238.19625,77,465.2099999999998,35,836
Low,2051,FIRE: Grassland Medium Severity [Type],Type,81.41375,24,167.05999999999995,13,273
Low,2051,FIRE: High Severity,Group,213.26375,94.95000000000002,346.03,56,438
Low,2051,FIRE: Low Severity,Group,1407.84875,634.975,2272.2699999999995,420,2788
Low,2051,FIRE: Medium Severity,Group,479.26625,209.92499999999998,797.03,119,958
Low,2051,FIRE: Shrubland,Group,295.80375,96.975,560.1199999999999,31,877
Low,2051,FIRE: Shrubland High Severity [Type],Type,29.85625,8.975000000000001,59.02999999999997,3,88
Low,2051,FIRE: Shrubland Low Severity [Type],Type,198.6875,66,387.03,20,593
Low,2051,FIRE: Shrubland Medium Severity [Type],Type,67.26,19,127,8,196
Low,2051,HARVEST,Group,513.405,231,902.03,202,951
Low,2051,INSECTS,Group,6402.635220125786,551.6500000000001,15492.33999999999,52,23959
Low,2051,INSECTS: High Severity [Type],Type,448.04342273307793,21,2906.62,3,5414
Low,2051,INSECTS: Low Severity [Type],Type,5909.456072351421,1014.2250000000001,12808.369999999995,16,19772
Low,2051,INSECTS: Medium Severity [Type],Type,249.78333333333333,13.475000000000001,1448.52,3,2717
Low,2051,MANAGEMENT: Forest Clearcut [Type],Type,317.2075,146,548.03,126,572
Low,2051,MANAGEMENT: Forest Thinning [Type],Type,196.1975,80,367.03,62,406
Low,2051,MANAGEMENT: Orchard Removal [Type],Type,410.24,166.97500000000002,685,138,749
Low,2051,URBANIZATION,Group,41.4425,29,54,20,61
Low,2051,URBANIZATION: Annual->Developed [Type],Type,11.78625,5,18,2,22
Low,2051,URBANIZATION: Forest->Developed [Type],Type,3.677295918367347,1,7,1,12
Low,2051,URBANIZATION: Grassland->Developed [Type],Type,9.0925,4,15,2,19
Low,2051,URBANIZATION: Perennial->Developed [Type],Type,6.818295739348371,2,12.090000000000032,1,16
Low,2051,URBANIZATION: Shrubland->Developed [Type],Type,9.725,4,16,1,20
Low,2051,URBANIZATION: Wetland->Developed [Type],Type,1.226148409893993,1,2,1,4
Low,2052,AGRICULTURAL CHANGE,Group,106.05875,53,159,41,180
Low,2052,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.03875,48,152,39,172
Low,2052,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.190231362467866,1,16,1,22
Low,2052,AGRICULTURAL CONTRACTION,Group,79.0925,59,99,50,114
Low,2052,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,6.013906447534766,2,11,1,14
Low,2052,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,48.06625,22,77,12,86
Low,2052,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.345864661654135,1,27,1,33
Low,2052,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,7.7876884422110555,2,16,1,21
Low,2052,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.1879194630872483,1,2.5600000000000023,1,3
Low,2052,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,4.839416058394161,1,13,1,20
Low,2052,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.309090909090909,1,3,1,5
Low,2052,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.1418439716312057,1,2,1,3
Low,2052,AGRICULTURAL EXPANSION,Group,69.59125,44,99,36,110
Low,2052,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,6.05,2,11,1,14
Low,2052,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,5.958646616541353,2,11,1,16
Low,2052,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,21.2075,9,36,6,44
Low,2052,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,21.28,9,35,6,42
Low,2052,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.644025157232704,2,10.17999999999995,1,13
