LUC,GCM,RCP,Timestep,Ecosystem,Mean,Lower,Upper
High,MIROC5,rcp85,2018,Yes,4593.9,4586.7,4599.1
High,MIROC5,rcp85,2019,No,17.4,16.7,18.1
High,MIROC5,rcp85,2019,Yes,4613.9,4606.6,4619.1
High,MIROC5,rcp85,2020,No,18.5,17.7,19.2
High,MIROC5,rcp85,2020,Yes,4566.7,4559.4,4572.4
High,MIROC5,rcp85,2021,No,19.7,18.8,20.3
High,MIROC5,rcp85,2021,Yes,4555.3,4544.6,4564
High,MIROC5,rcp85,2022,No,20.8,19.9,21.5
High,MIROC5,rcp85,2022,Yes,4613.9,4598,4627.9
High,MIROC5,rcp85,2023,No,22,21.1,22.8
High,MIROC5,rcp85,2023,Yes,4575.2,4554.1,4594.1
High,MIROC5,rcp85,2024,No,23.2,22.2,23.9
High,MIROC5,rcp85,2024,Yes,4543.8,4518.1,4566.1
High,MIROC5,rcp85,2025,No,24.3,23.4,25
High,MIROC5,rcp85,2025,Yes,4536,4507.1,4563.2
High,MIROC5,rcp85,2026,No,25.5,24.5,26.2
High,MIROC5,rcp85,2026,Yes,4558.3,4524.5,4590.8
High,MIROC5,rcp85,2027,No,26.6,25.7,27.4
High,MIROC5,rcp85,2027,Yes,4560.8,4524,4597.9
High,MIROC5,rcp85,2028,No,27.8,26.8,28.6
High,MIROC5,rcp85,2028,Yes,4532.5,4491.7,4572.7
High,MIROC5,rcp85,2029,No,28.9,27.9,29.7
High,MIROC5,rcp85,2029,Yes,4487.5,4444.2,4530.3
High,MIROC5,rcp85,2030,No,29.9,28.9,30.7
High,MIROC5,rcp85,2030,Yes,4481,4435.2,4527.9
High,MIROC5,rcp85,2031,No,31,30,31.8
High,MIROC5,rcp85,2031,Yes,4451.7,4403.8,4499.7
High,MIROC5,rcp85,2032,No,32.1,31.1,33
High,MIROC5,rcp85,2032,Yes,4440,4389.8,4489.7
High,MIROC5,rcp85,2033,No,33.2,32.1,34.2
High,MIROC5,rcp85,2033,Yes,4452.7,4400.8,4505
High,MIROC5,rcp85,2034,No,34.2,33,35.3
High,MIROC5,rcp85,2034,Yes,4439.3,4385.7,4491.5
High,MIROC5,rcp85,2035,No,35.2,34.1,36.3
High,MIROC5,rcp85,2035,Yes,4427.3,4372.5,4480.1
High,MIROC5,rcp85,2036,No,36.2,35.1,37.3
High,MIROC5,rcp85,2036,Yes,4411.2,4355.6,4468
High,MIROC5,rcp85,2037,No,37.2,36.1,38.5
High,MIROC5,rcp85,2037,Yes,4408.4,4351.3,4465.5
High,MIROC5,rcp85,2038,No,38.2,37,39.5
High,MIROC5,rcp85,2038,Yes,4371.1,4315.8,4426
High,MIROC5,rcp85,2039,No,39.2,37.8,40.3
High,MIROC5,rcp85,2039,Yes,4417.5,4364.1,4471.7
High,MIROC5,rcp85,2040,No,40.1,38.9,41.3
High,MIROC5,rcp85,2040,Yes,4383.2,4331.2,4434.3
High,MIROC5,rcp85,2041,No,41,39.8,42.4
High,MIROC5,rcp85,2041,Yes,4396.6,4345.9,4447.6
High,MIROC5,rcp85,2042,No,41.9,40.6,43.4
High,MIROC5,rcp85,2042,Yes,4393.8,4345.1,4443.4
High,MIROC5,rcp85,2043,No,42.8,41.4,44.2
High,MIROC5,rcp85,2043,Yes,4424.1,4375.7,4473.4
High,MIROC5,rcp85,2044,No,43.7,42.4,45.1
High,MIROC5,rcp85,2044,Yes,4363.5,4315.4,4413.4
High,MIROC5,rcp85,2045,No,44.5,43.2,46
High,MIROC5,rcp85,2045,Yes,4339.7,4291.7,4389.1
High,MIROC5,rcp85,2046,No,45.3,43.9,46.8
High,MIROC5,rcp85,2046,Yes,4312.8,4265.2,4361.4
High,MIROC5,rcp85,2047,No,46.2,44.7,47.7
High,MIROC5,rcp85,2047,Yes,4291.4,4243.8,4338.4
High,MIROC5,rcp85,2048,No,47,45.4,48.7
High,MIROC5,rcp85,2048,Yes,4289.8,4243.3,4336.8
High,MIROC5,rcp85,2049,No,47.8,46.2,49.5
High,MIROC5,rcp85,2049,Yes,4290.4,4243.9,4339.3
High,MIROC5,rcp85,2050,No,48.6,46.9,50.3
High,MIROC5,rcp85,2050,Yes,4281.7,4235.5,4331.2
High,MIROC5,rcp85,2051,No,49.4,47.7,51
High,MIROC5,rcp85,2051,Yes,4263.3,4217.5,4314.8
High,MIROC5,rcp85,2052,No,50.2,48.5,51.9
High,MIROC5,rcp85,2052,Yes,4226.7,4181.5,4278.9
High,MIROC5,rcp85,2053,No,51,49.2,52.6
High,MIROC5,rcp85,2053,Yes,4194,4148.8,4247
High,MIROC5,rcp85,2054,No,51.7,50,53.5
High,MIROC5,rcp85,2054,Yes,4166.4,4122.3,4219.3
High,MIROC5,rcp85,2055,No,52.5,50.6,54.3
High,MIROC5,rcp85,2055,Yes,4206.9,4161.3,4256.6
High,MIROC5,rcp85,2056,No,53.3,51.4,55.2
High,MIROC5,rcp85,2056,Yes,4242.5,4196.3,4291.9
High,MIROC5,rcp85,2057,No,54,52.3,56
High,MIROC5,rcp85,2057,Yes,4179.5,4134.3,4227.6
High,MIROC5,rcp85,2058,No,54.8,53.1,56.8
High,MIROC5,rcp85,2058,Yes,4129.3,4085.5,4178.3
High,MIROC5,rcp85,2059,No,55.6,53.8,57.6
High,MIROC5,rcp85,2059,Yes,4083.2,4038.5,4134
High,MIROC5,rcp85,2060,No,56.4,54.6,58.1
High,MIROC5,rcp85,2060,Yes,4087.7,4042.1,4138.6
High,MIROC5,rcp85,2061,No,57.1,55.4,58.9
High,MIROC5,rcp85,2061,Yes,4076.8,4029.3,4128
High,MIROC5,rcp85,2062,No,57.8,56.1,59.7
High,MIROC5,rcp85,2062,Yes,4070.1,4022.7,4122.8
High,MIROC5,rcp85,2063,No,58.6,56.8,60.4
High,MIROC5,rcp85,2063,Yes,4111.4,4062.8,4164.9
High,MIROC5,rcp85,2064,No,59.3,57.5,61.1
High,MIROC5,rcp85,2064,Yes,4079,4029.2,4132.7
High,MIROC5,rcp85,2065,No,60,58.1,61.8
High,MIROC5,rcp85,2065,Yes,4069.6,4021.4,4125.2
High,MIROC5,rcp85,2066,No,60.6,58.8,62.6
High,MIROC5,rcp85,2066,Yes,3995.6,3947.7,4050.7
High,MIROC5,rcp85,2067,No,61.3,59.5,63.3
High,MIROC5,rcp85,2067,Yes,4001.8,3953.7,4054.3
High,MIROC5,rcp85,2068,No,62,60.1,64
High,MIROC5,rcp85,2068,Yes,4044.9,3995,4096.8
High,MIROC5,rcp85,2069,No,62.7,60.7,64.7
High,MIROC5,rcp85,2069,Yes,4035.9,3985.3,4085.8
High,MIROC5,rcp85,2070,No,63.3,61.3,65.3
High,MIROC5,rcp85,2070,Yes,4027.7,3975.6,4077.1
High,MIROC5,rcp85,2071,No,63.9,61.9,65.9
High,MIROC5,rcp85,2071,Yes,4004.3,3952.7,4054.2
High,MIROC5,rcp85,2072,No,64.5,62.6,66.6
High,MIROC5,rcp85,2072,Yes,4031.9,3979.7,4080.4
High,MIROC5,rcp85,2073,No,65.1,63.2,67.4
High,MIROC5,rcp85,2073,Yes,4004.8,3953,4053.7
High,MIROC5,rcp85,2074,No,65.7,63.8,67.9
High,MIROC5,rcp85,2074,Yes,4075.6,4024.3,4125
High,MIROC5,rcp85,2075,No,66.3,64.3,68.4
High,MIROC5,rcp85,2075,Yes,4070.2,4020.1,4116.9
High,MIROC5,rcp85,2076,No,66.8,64.9,68.9
High,MIROC5,rcp85,2076,Yes,4020.3,3971.4,4067.6
High,MIROC5,rcp85,2077,No,67.4,65.4,69.5
High,MIROC5,rcp85,2077,Yes,4011.4,3962.4,4059
High,MIROC5,rcp85,2078,No,67.9,65.9,70.2
High,MIROC5,rcp85,2078,Yes,4004,3956.9,4051.3
High,MIROC5,rcp85,2079,No,68.5,66.4,70.6
High,MIROC5,rcp85,2079,Yes,3994.6,3947.2,4043
High,MIROC5,rcp85,2080,No,68.9,67,71.1
High,MIROC5,rcp85,2080,Yes,4012.5,3966.1,4061.3
High,MIROC5,rcp85,2081,No,69.4,67.5,71.5
High,MIROC5,rcp85,2081,Yes,4028.7,3981.5,4077.2
High,MIROC5,rcp85,2082,No,69.9,68,72
High,MIROC5,rcp85,2082,Yes,3982.5,3933.7,4031.6
High,MIROC5,rcp85,2083,No,70.4,68.5,72.6
High,MIROC5,rcp85,2083,Yes,4026.3,3979.3,4077.1
High,MIROC5,rcp85,2084,No,70.9,68.8,73
High,MIROC5,rcp85,2084,Yes,4003.5,3956.1,4053.3
High,MIROC5,rcp85,2085,No,71.3,69.3,73.4
High,MIROC5,rcp85,2085,Yes,3971.8,3924.5,4023.2
High,MIROC5,rcp85,2086,No,71.8,69.7,73.9
High,MIROC5,rcp85,2086,Yes,3931.7,3884.9,3982.9
High,MIROC5,rcp85,2087,No,72.2,70.3,74.2
High,MIROC5,rcp85,2087,Yes,3945.8,3899.2,3997.6
High,MIROC5,rcp85,2088,No,72.6,70.7,74.6
High,MIROC5,rcp85,2088,Yes,3918.3,3871.2,3971.3
High,MIROC5,rcp85,2089,No,73.1,71,75
High,MIROC5,rcp85,2089,Yes,3907.6,3860.8,3960
High,MIROC5,rcp85,2090,No,73.5,71.4,75.4
High,MIROC5,rcp85,2090,Yes,3945.2,3898.9,3998.2
High,MIROC5,rcp85,2091,No,73.9,71.8,75.9
High,MIROC5,rcp85,2091,Yes,3922.2,3874.6,3974.9
High,MIROC5,rcp85,2092,No,74.3,72.3,76.4
High,MIROC5,rcp85,2092,Yes,3869.7,3823.5,3922
High,MIROC5,rcp85,2093,No,74.7,72.7,76.8
High,MIROC5,rcp85,2093,Yes,3852,3805.9,3903.7
High,MIROC5,rcp85,2094,No,75.1,73,77.2
High,MIROC5,rcp85,2094,Yes,3848.2,3805.9,3899
High,MIROC5,rcp85,2095,No,75.5,73.4,77.6
High,MIROC5,rcp85,2095,Yes,3820.4,3778.6,3870.2
High,MIROC5,rcp85,2096,No,75.9,73.7,78
High,MIROC5,rcp85,2096,Yes,3803.8,3762.7,3851.7
High,MIROC5,rcp85,2097,No,76.3,74.1,78.4
High,MIROC5,rcp85,2097,Yes,3817.6,3775.5,3866.1
High,MIROC5,rcp85,2098,No,76.6,74.4,78.8
High,MIROC5,rcp85,2098,Yes,3808,3765.5,3857.1
High,MIROC5,rcp85,2099,No,77,74.8,79.1
High,MIROC5,rcp85,2099,Yes,3771.6,3731.7,3817.4
High,MIROC5,rcp85,2100,No,77.3,75.2,79.3
High,MIROC5,rcp85,2100,Yes,3740,3696.9,3789.3
High,MIROC5,rcp85,2101,No,77.7,75.6,79.7
High,MIROC5,rcp85,2101,Yes,3711.1,3667.6,3762.2
Low,CanESM2,rcp45,2001,No,0,0,0
Low,CanESM2,rcp45,2001,Yes,4823.1,4823.1,4823.1
Low,CanESM2,rcp45,2002,No,1.9,1.6,2.1
Low,CanESM2,rcp45,2002,Yes,4793.9,4793.3,4794.5
Low,CanESM2,rcp45,2003,No,2.9,2.6,3.2
Low,CanESM2,rcp45,2003,Yes,4786.7,4785.8,4787.5
Low,CanESM2,rcp45,2004,No,3.9,3.6,4.3
Low,CanESM2,rcp45,2004,Yes,4792.9,4792,4793.8
Low,CanESM2,rcp45,2005,No,5.1,4.6,5.6
Low,CanESM2,rcp45,2005,Yes,4830.4,4829.3,4831.4
Low,CanESM2,rcp45,2006,No,6.2,5.7,6.6
Low,CanESM2,rcp45,2006,Yes,4833.8,4832.5,4834.7
Low,CanESM2,rcp45,2007,No,7.1,6.6,7.6
Low,CanESM2,rcp45,2007,Yes,4782.9,4781.5,4783.9
Low,CanESM2,rcp45,2008,No,8,7.5,8.5
Low,CanESM2,rcp45,2008,Yes,4753.3,4751.7,4754.5
Low,CanESM2,rcp45,2009,No,8.7,8.2,9.1
Low,CanESM2,rcp45,2009,Yes,4733.4,4731.4,4735
Low,CanESM2,rcp45,2010,No,9.3,8.7,9.8
Low,CanESM2,rcp45,2010,Yes,4792.9,4790.8,4794.6
Low,CanESM2,rcp45,2011,No,9.8,9.1,10.3
Low,CanESM2,rcp45,2011,Yes,4788.4,4786.2,4790.3
Low,CanESM2,rcp45,2012,No,10.2,9.5,10.7
Low,CanESM2,rcp45,2012,Yes,4781.9,4779.3,4783.7
Low,CanESM2,rcp45,2013,No,11.1,10.4,11.6
Low,CanESM2,rcp45,2013,Yes,4692.7,4689.5,4695.5
Low,CanESM2,rcp45,2014,No,12.1,11.3,12.7
Low,CanESM2,rcp45,2014,Yes,4670.7,4666.2,4674.5
Low,CanESM2,rcp45,2015,No,13.1,12.2,13.6
Low,CanESM2,rcp45,2015,Yes,4626.7,4621.1,4632.1
Low,CanESM2,rcp45,2016,No,13.9,13,14.5
Low,CanESM2,rcp45,2016,Yes,4660.9,4654.6,4666.1
Low,CanESM2,rcp45,2017,No,14.7,13.8,15.3
Low,CanESM2,rcp45,2017,Yes,4611.6,4604.4,4617.3
Low,CanESM2,rcp45,2018,No,15.5,14.6,16.2
Low,CanESM2,rcp45,2018,Yes,4591.5,4585.4,4597
Low,CanESM2,rcp45,2019,No,16.4,15.4,17.1
Low,CanESM2,rcp45,2019,Yes,4626.1,4619.4,4633
Low,CanESM2,rcp45,2020,No,17.2,16.2,17.9
Low,CanESM2,rcp45,2020,Yes,4633.8,4626.3,4642
Low,CanESM2,rcp45,2021,No,18,17,18.8
Low,CanESM2,rcp45,2021,Yes,4644.2,4634.1,4652.8
Low,CanESM2,rcp45,2022,No,18.8,17.7,19.6
Low,CanESM2,rcp45,2022,Yes,4670.1,4659.5,4678.9
Low,CanESM2,rcp45,2023,No,19.6,18.5,20.3
Low,CanESM2,rcp45,2023,Yes,4663.2,4652.5,4673.2
Low,CanESM2,rcp45,2024,No,20.3,19.4,21.1
Low,CanESM2,rcp45,2024,Yes,4639,4627.8,4649.4
Low,CanESM2,rcp45,2025,No,21.1,20.1,21.8
Low,CanESM2,rcp45,2025,Yes,4670.3,4656,4682.9
Low,CanESM2,rcp45,2026,No,21.8,20.8,22.5
Low,CanESM2,rcp45,2026,Yes,4663.4,4647.7,4676.9
Low,CanESM2,rcp45,2027,No,22.5,21.5,23.3
Low,CanESM2,rcp45,2027,Yes,4632.4,4615.1,4646.5
Low,CanESM2,rcp45,2028,No,23.2,22.2,23.9
Low,CanESM2,rcp45,2028,Yes,4626.2,4606.6,4642.4
Low,CanESM2,rcp45,2029,No,23.8,22.7,24.7
Low,CanESM2,rcp45,2029,Yes,4639,4618.6,4657.4
Low,CanESM2,rcp45,2030,No,24.4,23.2,25.2
Low,CanESM2,rcp45,2030,Yes,4650.3,4626.7,4671.9
Low,CanESM2,rcp45,2031,No,25,23.7,25.8
Low,CanESM2,rcp45,2031,Yes,4676.7,4653.6,4699.2
Low,CanESM2,rcp45,2032,No,25.5,24.3,26.5
Low,CanESM2,rcp45,2032,Yes,4631.2,4608.2,4655.6
Low,CanESM2,rcp45,2033,No,26,24.9,27
Low,CanESM2,rcp45,2033,Yes,4608.6,4584.6,4634.6
Low,CanESM2,rcp45,2034,No,26.5,25.3,27.6
Low,CanESM2,rcp45,2034,Yes,4624.8,4601.8,4653.1
Low,CanESM2,rcp45,2035,No,27,25.7,28.2
Low,CanESM2,rcp45,2035,Yes,4581.9,4558.3,4610.6
Low,CanESM2,rcp45,2036,No,27.4,26.2,28.6
Low,CanESM2,rcp45,2036,Yes,4583.8,4560.5,4612.5
Low,CanESM2,rcp45,2037,No,27.9,26.7,29.1
Low,CanESM2,rcp45,2037,Yes,4544.9,4520.1,4572.6
Low,CanESM2,rcp45,2038,No,28.3,27,29.4
Low,CanESM2,rcp45,2038,Yes,4542.8,4518.5,4571
Low,CanESM2,rcp45,2039,No,28.7,27.3,29.8
Low,CanESM2,rcp45,2039,Yes,4552.5,4529,4583.7
Low,CanESM2,rcp45,2040,No,29,27.7,30.2
Low,CanESM2,rcp45,2040,Yes,4573.2,4551.1,4603.3
Low,CanESM2,rcp45,2041,No,29.4,28,30.6
Low,CanESM2,rcp45,2041,Yes,4622.3,4599.7,4653
Low,CanESM2,rcp45,2042,No,29.7,28.3,30.8
Low,CanESM2,rcp45,2042,Yes,4635.3,4612.9,4663.9
Low,CanESM2,rcp45,2043,No,30,28.6,31.1
Low,CanESM2,rcp45,2043,Yes,4654,4628.9,4679.4
Low,CanESM2,rcp45,2044,No,30.3,28.8,31.5
Low,CanESM2,rcp45,2044,Yes,4637.5,4613.1,4664.7
Low,CanESM2,rcp45,2045,No,30.6,29.2,31.8
Low,CanESM2,rcp45,2045,Yes,4621.4,4596.5,4648
Low,CanESM2,rcp45,2046,No,30.9,29.4,32
Low,CanESM2,rcp45,2046,Yes,4591.4,4564.9,4619.2
Low,CanESM2,rcp45,2047,No,31.2,29.6,32.3
Low,CanESM2,rcp45,2047,Yes,4602.7,4573.4,4630.8
Low,CanESM2,rcp45,2048,No,31.5,29.8,32.7
Low,CanESM2,rcp45,2048,Yes,4581.4,4553.8,4609
Low,CanESM2,rcp45,2049,No,31.7,30.2,32.9
Low,CanESM2,rcp45,2049,Yes,4566.4,4537.4,4597.6
Low,CanESM2,rcp45,2050,No,32,30.6,33.1
Low,CanESM2,rcp45,2050,Yes,4543,4513.7,4572.2
Low,CanESM2,rcp45,2051,No,32.2,30.9,33.4
Low,CanESM2,rcp45,2051,Yes,4520.9,4492,4552.3
Low,CanESM2,rcp45,2052,No,32.4,31.1,33.6
Low,CanESM2,rcp45,2052,Yes,4524.4,4494.6,4557.7
Low,CanESM2,rcp45,2053,No,32.7,31.3,33.8
Low,CanESM2,rcp45,2053,Yes,4505.5,4474.1,4538.1
Low,CanESM2,rcp45,2054,No,32.9,31.5,34.1
Low,CanESM2,rcp45,2054,Yes,4506.1,4473.2,4540.6
Low,CanESM2,rcp45,2055,No,33.2,31.7,34.4
Low,CanESM2,rcp45,2055,Yes,4547.8,4513.3,4583.6
Low,CanESM2,rcp45,2056,No,33.4,31.9,34.6
Low,CanESM2,rcp45,2056,Yes,4590.7,4555.7,4628.1
Low,CanESM2,rcp45,2057,No,33.6,32,34.8
Low,CanESM2,rcp45,2057,Yes,4552.9,4516.7,4590.4
Low,CanESM2,rcp45,2058,No,33.8,32.2,35.1
Low,CanESM2,rcp45,2058,Yes,4560,4524.1,4599.4
Low,CanESM2,rcp45,2059,No,34.1,32.5,35.4
Low,CanESM2,rcp45,2059,Yes,4511.2,4474.7,4548.9
Low,CanESM2,rcp45,2060,No,34.3,32.6,35.9
Low,CanESM2,rcp45,2060,Yes,4496.7,4458.2,4537.3
Low,CanESM2,rcp45,2061,No,34.5,32.8,36.1
Low,CanESM2,rcp45,2061,Yes,4510.1,4472.2,4549.3
Low,CanESM2,rcp45,2062,No,34.7,32.9,36.3
Low,CanESM2,rcp45,2062,Yes,4498.5,4462.8,4538.1
Low,CanESM2,rcp45,2063,No,34.9,33,36.6
Low,CanESM2,rcp45,2063,Yes,4524.7,4490.1,4564.8
Low,CanESM2,rcp45,2064,No,35.1,33.2,36.7
Low,CanESM2,rcp45,2064,Yes,4558,4523.5,4598.6
Low,CanESM2,rcp45,2065,No,35.3,33.4,36.9
Low,CanESM2,rcp45,2065,Yes,4564.4,4530.6,4605.3
Low,CanESM2,rcp45,2066,No,35.5,33.6,37.1
Low,CanESM2,rcp45,2066,Yes,4595.5,4559.8,4637.5
Low,CanESM2,rcp45,2067,No,35.7,33.8,37.3
Low,CanESM2,rcp45,2067,Yes,4597.1,4559.1,4638.4
Low,CanESM2,rcp45,2068,No,35.9,34,37.4
Low,CanESM2,rcp45,2068,Yes,4613.8,4572.8,4656.5
Low,CanESM2,rcp45,2069,No,36.1,34.2,37.5
Low,CanESM2,rcp45,2069,Yes,4542.2,4505.9,4584.5
Low,CanESM2,rcp45,2070,No,36.3,34.4,37.8
Low,CanESM2,rcp45,2070,Yes,4570.2,4530.4,4612.2
Low,CanESM2,rcp45,2071,No,36.4,34.5,38
Low,CanESM2,rcp45,2071,Yes,4572.8,4530.8,4616.5
Low,CanESM2,rcp45,2072,No,36.6,34.6,38.3
Low,CanESM2,rcp45,2072,Yes,4516.9,4478.9,4559.6
Low,CanESM2,rcp45,2073,No,36.8,34.8,38.5
Low,CanESM2,rcp45,2073,Yes,4499.1,4461.7,4539.1
Low,CanESM2,rcp45,2074,No,37,35,38.6
Low,CanESM2,rcp45,2074,Yes,4492.3,4456.3,4532
Low,CanESM2,rcp45,2075,No,37.1,35.3,38.8
Low,CanESM2,rcp45,2075,Yes,4527.3,4489.2,4567.1
Low,CanESM2,rcp45,2076,No,37.3,35.5,38.9
Low,CanESM2,rcp45,2076,Yes,4528.1,4489.3,4569.8
Low,CanESM2,rcp45,2077,No,37.5,35.5,39
Low,CanESM2,rcp45,2077,Yes,4535.6,4495.8,4577
Low,CanESM2,rcp45,2078,No,37.6,35.8,39.1
Low,CanESM2,rcp45,2078,Yes,4598,4557.6,4639.4
Low,CanESM2,rcp45,2079,No,37.7,36,39.3
Low,CanESM2,rcp45,2079,Yes,4612.9,4574.5,4652.7
Low,CanESM2,rcp45,2080,No,37.9,36.1,39.4
Low,CanESM2,rcp45,2080,Yes,4557.1,4517.7,4596.9
Low,CanESM2,rcp45,2081,No,38,36.2,39.7
Low,CanESM2,rcp45,2081,Yes,4564.3,4521.8,4604.9
Low,CanESM2,rcp45,2082,No,38.1,36.4,39.8
Low,CanESM2,rcp45,2082,Yes,4605.4,4561.8,4647.7
Low,CanESM2,rcp45,2083,No,38.3,36.4,39.8
Low,CanESM2,rcp45,2083,Yes,4548.1,4502.8,4590.3
Low,CanESM2,rcp45,2084,No,38.4,36.6,40
Low,CanESM2,rcp45,2084,Yes,4536.3,4489.9,4578.4
Low,CanESM2,rcp45,2085,No,38.5,36.7,40
Low,CanESM2,rcp45,2085,Yes,4567.2,4523,4606.8
Low,CanESM2,rcp45,2086,No,38.6,36.9,40.1
Low,CanESM2,rcp45,2086,Yes,4549.8,4503.4,4589.2
Low,CanESM2,rcp45,2087,No,38.8,36.9,40.2
Low,CanESM2,rcp45,2087,Yes,4600.5,4554.2,4640.4
Low,CanESM2,rcp45,2088,No,38.9,36.9,40.3
Low,CanESM2,rcp45,2088,Yes,4598,4550.3,4639.8
Low,CanESM2,rcp45,2089,No,39,37,40.6
Low,CanESM2,rcp45,2089,Yes,4582.9,4537.2,4625.4
Low,CanESM2,rcp45,2090,No,39.2,37.4,40.7
Low,CanESM2,rcp45,2090,Yes,4518.6,4473.6,4562.7
Low,CanESM2,rcp45,2091,No,39.3,37.5,40.8
Low,CanESM2,rcp45,2091,Yes,4492.9,4449.3,4538.5
Low,CanESM2,rcp45,2092,No,39.4,37.6,41
Low,CanESM2,rcp45,2092,Yes,4517.4,4472.9,4562.6
Low,CanESM2,rcp45,2093,No,39.5,37.7,41.1
Low,CanESM2,rcp45,2093,Yes,4538.1,4494.5,4584.4
Low,CanESM2,rcp45,2094,No,39.6,37.8,41.3
Low,CanESM2,rcp45,2094,Yes,4529.4,4482.7,4575.2
Low,CanESM2,rcp45,2095,No,39.7,37.9,41.4
Low,CanESM2,rcp45,2095,Yes,4481.8,4437.7,4527.6
Low,CanESM2,rcp45,2096,No,39.9,38.1,41.5
Low,CanESM2,rcp45,2096,Yes,4445.5,4403.5,4491.5
Low,CanESM2,rcp45,2097,No,40,38.2,41.6
Low,CanESM2,rcp45,2097,Yes,4456.4,4415.8,4502
Low,CanESM2,rcp45,2098,No,40.1,38.3,41.7
Low,CanESM2,rcp45,2098,Yes,4493.5,4451.8,4537.6
Low,CanESM2,rcp45,2099,No,40.2,38.4,41.8
Low,CanESM2,rcp45,2099,Yes,4467.1,4423.9,4512.3
Low,CanESM2,rcp45,2100,No,40.3,38.4,42
Low,CanESM2,rcp45,2100,Yes,4457.8,4414,4499.8
Low,CanESM2,rcp45,2101,No,40.5,38.5,42.1
Low,CanESM2,rcp45,2101,Yes,4450.2,4404.6,4493.3
Low,CanESM2,rcp85,2001,No,0,0,0
Low,CanESM2,rcp85,2001,Yes,4823.1,4823.1,4823.1
Low,CanESM2,rcp85,2002,No,1.8,1.6,2.1
Low,CanESM2,rcp85,2002,Yes,4794,4793.5,4794.6
Low,CanESM2,rcp85,2003,No,2.9,2.6,3.1
Low,CanESM2,rcp85,2003,Yes,4786.7,4785.8,4787.2
Low,CanESM2,rcp85,2004,No,3.9,3.6,4.3
Low,CanESM2,rcp85,2004,Yes,4792.9,4792,4793.6
Low,CanESM2,rcp85,2005,No,5.1,4.7,5.4
Low,CanESM2,rcp85,2005,Yes,4830.4,4829.6,4831.2
Low,CanESM2,rcp85,2006,No,6.2,5.8,6.5
Low,CanESM2,rcp85,2006,Yes,4833.8,4832.7,4834.8
Low,CanESM2,rcp85,2007,No,7.1,6.7,7.5
Low,CanESM2,rcp85,2007,Yes,4782.9,4781.6,4783.9
Low,CanESM2,rcp85,2008,No,8,7.6,8.5
Low,CanESM2,rcp85,2008,Yes,4753.2,4751.6,4754.5
Low,CanESM2,rcp85,2009,No,8.7,8.2,9.2
Low,CanESM2,rcp85,2009,Yes,4733.4,4731.8,4734.9
Low,CanESM2,rcp85,2010,No,9.3,8.8,9.8
Low,CanESM2,rcp85,2010,Yes,4792.9,4791,4794.6
Low,CanESM2,rcp85,2011,No,9.8,9.2,10.3
Low,CanESM2,rcp85,2011,Yes,4788.4,4786.4,4789.9
Low,CanESM2,rcp85,2012,No,10.2,9.6,10.7
Low,CanESM2,rcp85,2012,Yes,4781.9,4779.6,4783.4
Low,CanESM2,rcp85,2013,No,11.1,10.5,11.8
Low,CanESM2,rcp85,2013,Yes,4692.5,4689.6,4695.1
Low,CanESM2,rcp85,2014,No,12.1,11.5,12.9
Low,CanESM2,rcp85,2014,Yes,4670.4,4667.2,4673
Low,CanESM2,rcp85,2015,No,13.1,12.4,13.9
Low,CanESM2,rcp85,2015,Yes,4626.2,4622.2,4630.6
Low,CanESM2,rcp85,2016,No,13.9,13.2,14.6
Low,CanESM2,rcp85,2016,Yes,4598.4,4594,4602.3
Low,CanESM2,rcp85,2017,No,14.7,14,15.4
Low,CanESM2,rcp85,2017,Yes,4559.6,4554.2,4565.4
Low,CanESM2,rcp85,2018,No,15.5,14.7,16.2
Low,CanESM2,rcp85,2018,Yes,4580.9,4575.6,4587.6
Low,CanESM2,rcp85,2019,No,16.3,15.5,17.2
Low,CanESM2,rcp85,2019,Yes,4626.8,4620.4,4634.6
Low,CanESM2,rcp85,2020,No,17.1,16.2,18.1
Low,CanESM2,rcp85,2020,Yes,4685.6,4677.7,4694.1
Low,CanESM2,rcp85,2021,No,17.9,17.1,18.9
Low,CanESM2,rcp85,2021,Yes,4640,4631.5,4649.1
Low,CanESM2,rcp85,2022,No,18.7,17.9,19.8
Low,CanESM2,rcp85,2022,Yes,4582.5,4572.8,4592.4
Low,CanESM2,rcp85,2023,No,19.5,18.6,20.5
Low,CanESM2,rcp85,2023,Yes,4598.4,4588.1,4608.2
Low,CanESM2,rcp85,2024,No,20.2,19.3,21.4
Low,CanESM2,rcp85,2024,Yes,4660,4647.6,4671
Low,CanESM2,rcp85,2025,No,21,20.1,22.2
Low,CanESM2,rcp85,2025,Yes,4680.2,4663.6,4695.5
Low,CanESM2,rcp85,2026,No,21.7,20.8,22.9
Low,CanESM2,rcp85,2026,Yes,4671.9,4651.5,4690.2
Low,CanESM2,rcp85,2027,No,22.4,21.4,23.6
Low,CanESM2,rcp85,2027,Yes,4615.2,4593.3,4636.6
Low,CanESM2,rcp85,2028,No,23,22.2,24.2
Low,CanESM2,rcp85,2028,Yes,4610.1,4586,4632.8
Low,CanESM2,rcp85,2029,No,23.7,22.7,24.9
Low,CanESM2,rcp85,2029,Yes,4586,4559.2,4609.8
Low,CanESM2,rcp85,2030,No,24.3,23.3,25.5
Low,CanESM2,rcp85,2030,Yes,4538.5,4509,4564.6
