Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2085,DROUGHT: Medium Severity [Type],390.0054161,Normal,Iteration and Timestep,195.002708
2086,DROUGHT: Medium Severity [Type],673.3602593,Normal,Iteration and Timestep,336.6801297
2087,DROUGHT: Medium Severity [Type],206.4589739,Normal,Iteration and Timestep,103.2294869
2088,DROUGHT: Medium Severity [Type],400.821964,Normal,Iteration and Timestep,200.410982
2089,DROUGHT: Medium Severity [Type],136.2980191,Normal,Iteration and Timestep,68.14900955
2090,DROUGHT: Medium Severity [Type],220.1868607,Normal,Iteration and Timestep,110.0934304
2091,DROUGHT: Medium Severity [Type],69.7852767,Normal,Iteration and Timestep,34.89263835
2092,DROUGHT: Medium Severity [Type],131.2819672,Normal,Iteration and Timestep,65.64098361
2093,DROUGHT: Medium Severity [Type],86.48724935,Normal,Iteration and Timestep,43.24362468
2094,DROUGHT: Medium Severity [Type],174.8368582,Normal,Iteration and Timestep,87.41842911
2095,DROUGHT: Medium Severity [Type],187.6635442,Normal,Iteration and Timestep,93.8317721
2096,DROUGHT: Medium Severity [Type],376.5648365,Normal,Iteration and Timestep,188.2824183
2097,DROUGHT: Medium Severity [Type],196.8762177,Normal,Iteration and Timestep,98.43810884
2098,DROUGHT: Medium Severity [Type],102.6692443,Normal,Iteration and Timestep,51.33462215
2099,DROUGHT: Medium Severity [Type],52.01020184,Normal,Iteration and Timestep,26.00510092
2100,DROUGHT: Medium Severity [Type],10.93048568,Normal,Iteration and Timestep,5.46524284
2017,DROUGHT: Low Severity [Type],5171.711211,Normal,Iteration and Timestep,2585.855606
2018,DROUGHT: Low Severity [Type],3821.135933,Normal,Iteration and Timestep,1910.567966
2019,DROUGHT: Low Severity [Type],4350.316921,Normal,Iteration and Timestep,2175.15846
2020,DROUGHT: Low Severity [Type],6277.156627,Normal,Iteration and Timestep,3138.578314
2021,DROUGHT: Low Severity [Type],7070.196044,Normal,Iteration and Timestep,3535.098022
2022,DROUGHT: Low Severity [Type],9641.43873,Normal,Iteration and Timestep,4820.719365
2023,DROUGHT: Low Severity [Type],11405.56559,Normal,Iteration and Timestep,5702.782795
2024,DROUGHT: Low Severity [Type],7207.291227,Normal,Iteration and Timestep,3603.645613
2025,DROUGHT: Low Severity [Type],5135.288326,Normal,Iteration and Timestep,2567.644163
2026,DROUGHT: Low Severity [Type],5749.255717,Normal,Iteration and Timestep,2874.627859
2027,DROUGHT: Low Severity [Type],4004.589311,Normal,Iteration and Timestep,2002.294656
2028,DROUGHT: Low Severity [Type],5683.51592,Normal,Iteration and Timestep,2841.75796
2029,DROUGHT: Low Severity [Type],7178.962402,Normal,Iteration and Timestep,3589.481201
2030,DROUGHT: Low Severity [Type],7106.91282,Normal,Iteration and Timestep,3553.45641
2031,DROUGHT: Low Severity [Type],6769.015836,Normal,Iteration and Timestep,3384.507918
2032,DROUGHT: Low Severity [Type],8185.182071,Normal,Iteration and Timestep,4092.591035
2033,DROUGHT: Low Severity [Type],5810.3324,Normal,Iteration and Timestep,2905.1662
2034,DROUGHT: Low Severity [Type],6587.596553,Normal,Iteration and Timestep,3293.798277
2035,DROUGHT: Low Severity [Type],5549.174008,Normal,Iteration and Timestep,2774.587004
2036,DROUGHT: Low Severity [Type],3281.953487,Normal,Iteration and Timestep,1640.976743
2037,DROUGHT: Low Severity [Type],3215.664027,Normal,Iteration and Timestep,1607.832013
2038,DROUGHT: Low Severity [Type],3140.638872,Normal,Iteration and Timestep,1570.319436
